account_id,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,first_target_month,recovered_amount,analytical_grain
ACC0000001,BRW0010742,15,MEDIUM,CONSUMER,678074.03,2026-02,114222.84,account across observation period; monthly scorecard is account-month
ACC0007867,BRW0008546,15,HIGH,CREDIT_CARD,502250.18,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007868,BRW0001673,1,HIGH,BNPL,216640.88,2026-01,385947.99,account across observation period; monthly scorecard is account-month
ACC0007869,BRW0004552,0,NPA,PERSONAL,16549.46,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007870,BRW0002859,30,MEDIUM,BNPL,308199.94,,0.0,account across observation period; monthly scorecard is account-month
ACC0007871,BRW0007293,60,HIGH,CREDIT_CARD,582387.73,2026-01,145446.95,account across observation period; monthly scorecard is account-month
ACC0007872,BRW0003153,15,NPA,AUTO,501218.37,2026-06,245773.68,account across observation period; monthly scorecard is account-month
ACC0007873,BRW0002763,15,MEDIUM,AUTO,695369.1,2026-04,126527.84,account across observation period; monthly scorecard is account-month
ACC0007874,BRW0001582,30,LOW,BNPL,690826.58,,0.0,account across observation period; monthly scorecard is account-month
ACC0007875,BRW0011213,75,HIGH,CONSUMER,166812.29,,0.0,account across observation period; monthly scorecard is account-month
ACC0007876,BRW0010251,0,NPA,AUTO,23023.74,,92840.45,account across observation period; monthly scorecard is account-month
ACC0007877,BRW0005807,180,MEDIUM,BNPL,404811.06,,70803.57,account across observation period; monthly scorecard is account-month
ACC0007878,BRW0011300,15,NPA,AUTO,687778.06,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007879,BRW0007374,60,HIGH,BNPL,114967.64,2026-01,212071.81,account across observation period; monthly scorecard is account-month
ACC0007880,BRW0004787,90,NPA,BNPL,254803.5,,0.0,account across observation period; monthly scorecard is account-month
ACC0007881,BRW0008963,180,MEDIUM,BNPL,56326.35,2026-01,89301.78,account across observation period; monthly scorecard is account-month
ACC0007882,BRW0006513,15,LOW,AUTO,115061.66,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0007883,BRW0010998,180,MEDIUM,CREDIT_CARD,55897.25,2026-02,138655.24,account across observation period; monthly scorecard is account-month
ACC0007884,BRW0002476,60,NPA,PERSONAL,204355.64,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007885,BRW0005676,75,MEDIUM,AUTO,148968.4,2026-01,76748.81,account across observation period; monthly scorecard is account-month
ACC0007886,BRW0006432,1,LOW,PERSONAL,517603.71,2026-02,130781.05,account across observation period; monthly scorecard is account-month
ACC0007887,BRW0009293,1,HIGH,BNPL,501617.63,,0.0,account across observation period; monthly scorecard is account-month
ACC0007888,BRW0001886,45,LOW,CONSUMER,54683.23,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0007889,BRW0008858,120,MEDIUM,BNPL,332727.81,2026-02,143549.95,account across observation period; monthly scorecard is account-month
ACC0007890,BRW0000755,120,LOW,AUTO,106071.79,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007891,BRW0006916,180,MEDIUM,CONSUMER,41201.27,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007892,BRW0002533,15,NPA,AUTO,95629.91,,3191.59,account across observation period; monthly scorecard is account-month
ACC0007893,BRW0009587,30,HIGH,PERSONAL,189575.76,2026-01,106832.26,account across observation period; monthly scorecard is account-month
ACC0007894,BRW0005015,15,HIGH,CREDIT_CARD,507215.22,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007895,BRW0008641,1,MEDIUM,AUTO,212346.69,,0.0,account across observation period; monthly scorecard is account-month
ACC0007896,BRW0002513,0,NPA,CONSUMER,91761.79,2026-01,39776.98,account across observation period; monthly scorecard is account-month
ACC0007897,BRW0001663,180,HIGH,AUTO,17619.72,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007898,BRW0001522,1,NPA,PERSONAL,453484.96,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007899,BRW0000864,0,LOW,PERSONAL,600423.88,,0.0,account across observation period; monthly scorecard is account-month
ACC0007900,BRW0000043,90,NPA,CREDIT_CARD,416659.38,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007901,BRW0004299,180,NPA,CREDIT_CARD,344769.02,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007902,BRW0003829,75,LOW,CONSUMER,155543.53,2026-01,142884.24,account across observation period; monthly scorecard is account-month
ACC0007903,BRW0002310,45,NPA,AUTO,490168.62,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007904,BRW0011416,0,NPA,AUTO,487129.89,,33077.77,account across observation period; monthly scorecard is account-month
ACC0007905,BRW0010141,60,HIGH,BNPL,467664.07,,0.0,account across observation period; monthly scorecard is account-month
ACC0007906,BRW0006758,120,MEDIUM,BNPL,572492.38,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007907,BRW0001037,30,MEDIUM,CREDIT_CARD,142024.67,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007908,BRW0006301,90,HIGH,AUTO,588463.86,,0.0,account across observation period; monthly scorecard is account-month
ACC0007909,BRW0000083,30,NPA,CONSUMER,56456.82,,17909.17,account across observation period; monthly scorecard is account-month
ACC0007910,BRW0010112,0,NPA,AUTO,42445.9,2026-04,69344.28,account across observation period; monthly scorecard is account-month
ACC0007911,BRW0000883,180,LOW,CONSUMER,151777.12,2026-06,143664.48,account across observation period; monthly scorecard is account-month
ACC0007912,BRW0007162,5,NPA,CREDIT_CARD,237776.54,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007913,BRW0009672,5,MEDIUM,CREDIT_CARD,202530.23,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007914,BRW0002503,180,NPA,BNPL,422456.14,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0007915,BRW0005961,45,MEDIUM,BNPL,481445.86,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007916,BRW0003499,15,NPA,AUTO,534677.21,,149881.38,account across observation period; monthly scorecard is account-month
ACC0007917,BRW0007772,90,LOW,CREDIT_CARD,51806.73,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007918,BRW0009679,180,LOW,CREDIT_CARD,553877.87,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007919,BRW0001736,60,MEDIUM,CONSUMER,478864.75,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007920,BRW0008173,0,MEDIUM,AUTO,603549.19,2026-04,94845.31,account across observation period; monthly scorecard is account-month
ACC0007921,BRW0000616,60,LOW,BNPL,345812.68,2026-03,90165.81,account across observation period; monthly scorecard is account-month
ACC0007922,BRW0004533,5,HIGH,BNPL,282085.51,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007923,BRW0001981,15,HIGH,AUTO,291785.38,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007924,BRW0000832,5,LOW,CREDIT_CARD,534892.62,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007925,BRW0007735,75,MEDIUM,CREDIT_CARD,550040.22,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0007926,BRW0006902,180,LOW,BNPL,93134.85,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0007927,BRW0000916,1,LOW,CREDIT_CARD,504915.77,2026-05,10185.66,account across observation period; monthly scorecard is account-month
ACC0007928,BRW0011151,90,HIGH,PERSONAL,381374.0,2026-02,107676.46,account across observation period; monthly scorecard is account-month
ACC0007929,BRW0005171,180,NPA,PERSONAL,229118.64,2026-04,122869.87,account across observation period; monthly scorecard is account-month
ACC0007930,BRW0010721,45,MEDIUM,CONSUMER,652614.5,2026-03,18909.64,account across observation period; monthly scorecard is account-month
ACC0007931,BRW0005577,0,LOW,AUTO,38117.28,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007932,BRW0008624,30,LOW,CREDIT_CARD,316766.31,2026-01,3152.98,account across observation period; monthly scorecard is account-month
ACC0007933,BRW0009317,1,NPA,PERSONAL,617333.4,,0.0,account across observation period; monthly scorecard is account-month
ACC0007934,BRW0000383,15,HIGH,BNPL,506859.57,2026-05,268220.14,account across observation period; monthly scorecard is account-month
ACC0007935,BRW0005307,90,LOW,AUTO,266990.24,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007936,BRW0005681,30,HIGH,PERSONAL,671735.81,,0.0,account across observation period; monthly scorecard is account-month
ACC0007937,BRW0001669,45,NPA,BNPL,173044.87,,0.0,account across observation period; monthly scorecard is account-month
ACC0007938,BRW0003288,30,MEDIUM,BNPL,66916.19,2026-05,87007.54,account across observation period; monthly scorecard is account-month
ACC0007939,BRW0006238,180,MEDIUM,BNPL,274505.64,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007940,BRW0003890,75,NPA,PERSONAL,349444.87,2026-01,87772.28,account across observation period; monthly scorecard is account-month
ACC0007941,BRW0011079,120,NPA,CONSUMER,577777.21,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007942,BRW0002812,90,MEDIUM,CREDIT_CARD,246621.65,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007943,BRW0008330,180,LOW,CONSUMER,430181.06,,0.0,account across observation period; monthly scorecard is account-month
ACC0007944,BRW0001256,75,LOW,CONSUMER,343469.64,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007945,BRW0000732,75,MEDIUM,PERSONAL,237942.71,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007946,BRW0009244,0,MEDIUM,CONSUMER,141736.38,,0.0,account across observation period; monthly scorecard is account-month
ACC0007947,BRW0002098,180,MEDIUM,CONSUMER,222377.35,,0.0,account across observation period; monthly scorecard is account-month
ACC0007948,BRW0003336,30,HIGH,PERSONAL,123719.85,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007949,BRW0007120,5,NPA,PERSONAL,615367.98,2026-03,109069.16,account across observation period; monthly scorecard is account-month
ACC0007950,BRW0008539,30,NPA,BNPL,137607.09,2026-06,54735.33,account across observation period; monthly scorecard is account-month
ACC0007951,BRW0005017,0,HIGH,BNPL,234731.15,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007952,,60,LOW,CREDIT_CARD,478294.63,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0007953,BRW0009204,120,HIGH,BNPL,38744.0,2026-08,0.0,account across observation period; monthly scorecard is account-month
ACC0007954,BRW0007487,45,MEDIUM,BNPL,155787.14,,0.0,account across observation period; monthly scorecard is account-month
ACC0007955,BRW0001122,75,LOW,BNPL,529106.09,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007956,BRW0007675,180,MEDIUM,PERSONAL,202257.95,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007957,BRW0000707,180,HIGH,PERSONAL,165809.25,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007958,BRW0011414,120,MEDIUM,AUTO,141649.56,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007959,BRW0006166,180,LOW,BNPL,386726.02,2026-01,68292.62,account across observation period; monthly scorecard is account-month
ACC0007960,BRW0001757,75,MEDIUM,AUTO,301664.82,2026-01,123435.6,account across observation period; monthly scorecard is account-month
ACC0007961,BRW0004061,5,NPA,AUTO,43091.04,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007962,BRW0002026,5,HIGH,PERSONAL,524179.6,2026-01,151908.5,account across observation period; monthly scorecard is account-month
ACC0007963,BRW0002397,180,NPA,CONSUMER,654564.53,2026-01,148574.89,account across observation period; monthly scorecard is account-month
ACC0007964,BRW0011321,180,LOW,CREDIT_CARD,354118.49,2026-02,258777.95,account across observation period; monthly scorecard is account-month
ACC0007965,BRW0005564,75,NPA,CREDIT_CARD,67136.59,2026-06,109194.19,account across observation period; monthly scorecard is account-month
ACC0007966,BRW0008883,1,HIGH,CONSUMER,483788.02,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007967,BRW0010230,15,MEDIUM,AUTO,660905.29,2026-03,115859.16,account across observation period; monthly scorecard is account-month
ACC0007968,BRW0004020,5,LOW,PERSONAL,679325.75,2026-05,42799.04,account across observation period; monthly scorecard is account-month
ACC0007969,BRW0002692,45,NPA,PERSONAL,106424.4,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007970,BRW0005842,0,HIGH,PERSONAL,629541.06,2026-01,141842.68,account across observation period; monthly scorecard is account-month
ACC0007971,BRW0005773,120,MEDIUM,AUTO,531237.0,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0007972,BRW0003774,60,LOW,CREDIT_CARD,399816.64,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0007973,BRW0007599,90,NPA,CREDIT_CARD,121072.72,,38522.92,account across observation period; monthly scorecard is account-month
ACC0007974,BRW0009532,0,NPA,AUTO,411281.16,,114805.12,account across observation period; monthly scorecard is account-month
ACC0007975,BRW0010099,75,LOW,BNPL,542535.98,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0007976,BRW0002912,0,MEDIUM,CREDIT_CARD,184036.2,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007977,BRW0002816,60,HIGH,CREDIT_CARD,549257.83,,4190.0,account across observation period; monthly scorecard is account-month
ACC0007978,BRW0011131,45,HIGH,CREDIT_CARD,312772.11,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007979,BRW0007521,180,NPA,AUTO,282285.58,,149687.37,account across observation period; monthly scorecard is account-month
ACC0007980,BRW0004237,5,LOW,PERSONAL,141976.4,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0007981,BRW0000340,60,LOW,PERSONAL,219693.95,2026-07,132415.76,account across observation period; monthly scorecard is account-month
ACC0007982,BRW0002557,75,LOW,PERSONAL,203375.02,2026-01,49356.46,account across observation period; monthly scorecard is account-month
ACC0007983,BRW0007551,120,NPA,AUTO,642822.03,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007984,BRW0010144,15,HIGH,PERSONAL,76284.83,,72056.36,account across observation period; monthly scorecard is account-month
ACC0007985,BRW0006510,1,LOW,AUTO,232295.43,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007986,BRW0002371,5,LOW,PERSONAL,620377.88,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0007987,BRW0001189,60,MEDIUM,BNPL,494537.59,,0.0,account across observation period; monthly scorecard is account-month
ACC0007988,BRW0000545,60,NPA,CREDIT_CARD,522731.78,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007989,BRW0005943,5,MEDIUM,BNPL,46538.57,2026-04,49247.73,account across observation period; monthly scorecard is account-month
ACC0007990,BRW0009823,60,LOW,CREDIT_CARD,59478.02,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0007991,BRW0004263,120,MEDIUM,PERSONAL,389157.48,2026-04,69879.96,account across observation period; monthly scorecard is account-month
ACC0007992,BRW0005956,120,LOW,BNPL,433441.81,2026-01,166457.30000000002,account across observation period; monthly scorecard is account-month
ACC0007993,BRW0000369,5,HIGH,AUTO,227271.54,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007994,BRW0003559,1,HIGH,PERSONAL,142216.92,,0.0,account across observation period; monthly scorecard is account-month
ACC0007995,BRW0005057,180,HIGH,AUTO,375394.94,2026-05,57163.37,account across observation period; monthly scorecard is account-month
ACC0007996,BRW0000381,60,HIGH,CONSUMER,447485.89,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0007997,BRW0000352,45,LOW,CREDIT_CARD,405459.99,2026-03,100739.14,account across observation period; monthly scorecard is account-month
ACC0007998,BRW0008054,180,LOW,AUTO,627684.99,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0007999,BRW0001654,60,LOW,BNPL,624767.13,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008000,BRW0000832,180,MEDIUM,CREDIT_CARD,526891.83,2026-03,104147.13,account across observation period; monthly scorecard is account-month
ACC0008001,BRW0007514,120,LOW,PERSONAL,502685.12,2026-03,134631.33,account across observation period; monthly scorecard is account-month
ACC0008002,BRW0004340,60,MEDIUM,BNPL,319370.42,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008003,BRW0002651,0,MEDIUM,CONSUMER,584794.67,,0.0,account across observation period; monthly scorecard is account-month
ACC0008004,BRW0011867,15,NPA,PERSONAL,91150.79,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008005,BRW0004158,1,MEDIUM,CREDIT_CARD,649728.45,,1578.35,account across observation period; monthly scorecard is account-month
ACC0008006,BRW0002392,180,HIGH,CONSUMER,532674.93,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008007,BRW0011041,15,NPA,AUTO,583128.12,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0008008,BRW0003898,45,HIGH,AUTO,2087.11,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008009,BRW0010792,0,NPA,BNPL,642073.86,2026-04,121287.35,account across observation period; monthly scorecard is account-month
ACC0008010,BRW0007781,30,MEDIUM,CONSUMER,462992.72,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008011,BRW0007147,15,LOW,PERSONAL,316629.74,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008012,BRW0008979,60,MEDIUM,CONSUMER,503469.04,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008013,BRW0010701,60,LOW,CONSUMER,412024.75,2026-02,125591.09,account across observation period; monthly scorecard is account-month
ACC0008014,BRW0000637,180,NPA,BNPL,266395.05,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008015,,15,NPA,CREDIT_CARD,87001.49,,82252.58,account across observation period; monthly scorecard is account-month
ACC0008016,BRW0007281,120,NPA,CREDIT_CARD,366283.93,2026-03,117662.78,account across observation period; monthly scorecard is account-month
ACC0008017,BRW0011775,30,MEDIUM,AUTO,321458.9,,0.0,account across observation period; monthly scorecard is account-month
ACC0008018,BRW0004285,30,HIGH,AUTO,80694.8,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008019,BRW0003661,75,NPA,PERSONAL,28958.82,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008020,BRW0007887,1,LOW,AUTO,66243.47,,0.0,account across observation period; monthly scorecard is account-month
ACC0008021,BRW0006800,0,NPA,PERSONAL,437533.62,2026-02,85184.1,account across observation period; monthly scorecard is account-month
ACC0008022,BRW0002538,15,MEDIUM,CONSUMER,118661.51,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008023,BRW0008030,5,MEDIUM,CREDIT_CARD,583741.67,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008024,BRW0009444,30,HIGH,CREDIT_CARD,601039.59,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008025,BRW0000860,1,HIGH,PERSONAL,487651.67,,63845.76,account across observation period; monthly scorecard is account-month
ACC0008026,BRW0010259,60,HIGH,PERSONAL,566088.5,,134366.29,account across observation period; monthly scorecard is account-month
ACC0008027,BRW0004984,75,MEDIUM,PERSONAL,77323.55,,0.0,account across observation period; monthly scorecard is account-month
ACC0008028,BRW0004729,45,HIGH,BNPL,187951.86,,0.0,account across observation period; monthly scorecard is account-month
ACC0008029,BRW0011071,90,LOW,AUTO,220055.51,2026-05,123577.85,account across observation period; monthly scorecard is account-month
ACC0008030,BRW0005870,0,LOW,CONSUMER,444333.66,2026-02,23758.44,account across observation period; monthly scorecard is account-month
ACC0008031,BRW0000573,90,MEDIUM,CREDIT_CARD,229721.44,,0.0,account across observation period; monthly scorecard is account-month
ACC0008032,BRW0003503,15,LOW,BNPL,559022.67,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008033,BRW0003964,0,MEDIUM,PERSONAL,247488.71,,0.0,account across observation period; monthly scorecard is account-month
ACC0008034,BRW0008886,0,NPA,CREDIT_CARD,4415.78,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008035,BRW0004388,120,LOW,AUTO,239265.95,,0.0,account across observation period; monthly scorecard is account-month
ACC0008036,BRW0001071,75,HIGH,AUTO,630196.47,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008037,BRW0006148,1,MEDIUM,CREDIT_CARD,368288.56,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008038,BRW0006065,90,LOW,AUTO,113417.66,2026-01,73318.69,account across observation period; monthly scorecard is account-month
ACC0008039,BRW0007903,120,HIGH,PERSONAL,175521.46,,6752.96,account across observation period; monthly scorecard is account-month
ACC0008040,BRW0004295,30,NPA,PERSONAL,466424.27,2026-04,149775.96,account across observation period; monthly scorecard is account-month
ACC0008041,BRW0008281,45,MEDIUM,BNPL,516164.67,,0.0,account across observation period; monthly scorecard is account-month
ACC0008042,BRW0009168,30,NPA,CREDIT_CARD,29874.29,,0.0,account across observation period; monthly scorecard is account-month
ACC0008043,BRW0009260,180,LOW,PERSONAL,560365.45,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008044,BRW0005683,1,NPA,CONSUMER,220270.67,,0.0,account across observation period; monthly scorecard is account-month
ACC0008045,BRW0010468,60,NPA,AUTO,101341.38,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0008046,BRW0002399,1,NPA,CONSUMER,454902.48,,164044.4,account across observation period; monthly scorecard is account-month
ACC0008047,BRW0009961,60,LOW,PERSONAL,299752.98,2026-01,82880.85,account across observation period; monthly scorecard is account-month
ACC0008048,BRW0007984,180,LOW,BNPL,262007.16,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0008049,BRW0009470,0,LOW,CONSUMER,336148.52,2026-07,44804.44,account across observation period; monthly scorecard is account-month
ACC0008050,BRW0005482,30,LOW,CREDIT_CARD,260456.98,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008051,BRW0010162,30,HIGH,CREDIT_CARD,478644.55,2026-01,95923.89,account across observation period; monthly scorecard is account-month
ACC0008052,BRW0011472,60,LOW,BNPL,289594.68,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008053,BRW0003852,15,NPA,AUTO,424007.09,,123659.62,account across observation period; monthly scorecard is account-month
ACC0008054,BRW0000536,120,LOW,AUTO,294680.5,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008055,BRW0011693,30,LOW,BNPL,51407.52,,21999.86,account across observation period; monthly scorecard is account-month
ACC0008056,BRW0003092,30,NPA,PERSONAL,58460.32,,0.0,account across observation period; monthly scorecard is account-month
ACC0008057,BRW0001002,5,NPA,CONSUMER,48198.54,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008058,BRW0003417,180,LOW,BNPL,540926.83,,0.0,account across observation period; monthly scorecard is account-month
ACC0008059,BRW0006924,0,LOW,CONSUMER,357589.61,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008060,BRW0010868,15,LOW,CONSUMER,170766.91,,0.0,account across observation period; monthly scorecard is account-month
ACC0008061,BRW0001038,45,HIGH,CREDIT_CARD,114632.22,2026-01,148681.49,account across observation period; monthly scorecard is account-month
ACC0008062,BRW0007112,5,NPA,BNPL,355605.67,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0008063,BRW0003365,180,NPA,CREDIT_CARD,342933.96,,229260.13,account across observation period; monthly scorecard is account-month
ACC0008064,BRW0010190,0,MEDIUM,AUTO,37189.6,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008065,BRW0000065,60,HIGH,PERSONAL,532191.5,2026-02,136777.66,account across observation period; monthly scorecard is account-month
ACC0008066,BRW0004679,5,MEDIUM,CONSUMER,38859.75,2026-07,50647.38,account across observation period; monthly scorecard is account-month
ACC0008067,BRW0011231,90,MEDIUM,BNPL,281531.38,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008068,BRW0003836,75,HIGH,AUTO,302196.24,2026-02,2209.34,account across observation period; monthly scorecard is account-month
ACC0008069,BRW0003017,0,HIGH,BNPL,565520.76,2026-02,0.0,account across observation period; monthly scorecard is account-month
ACC0008070,BRW0002343,45,LOW,PERSONAL,516686.65,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008071,BRW0009708,90,NPA,BNPL,458565.64,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008072,BRW0001878,15,MEDIUM,CREDIT_CARD,178442.51,2026-02,117372.88,account across observation period; monthly scorecard is account-month
ACC0008073,BRW0007639,0,HIGH,CREDIT_CARD,199191.02,,0.0,account across observation period; monthly scorecard is account-month
ACC0008074,BRW0006138,15,LOW,PERSONAL,176594.11,,11673.34,account across observation period; monthly scorecard is account-month
ACC0008075,BRW0006429,0,HIGH,BNPL,473637.32,,0.0,account across observation period; monthly scorecard is account-month
ACC0008076,BRW0009559,30,NPA,CONSUMER,161464.64,2026-02,131552.88,account across observation period; monthly scorecard is account-month
ACC0008077,BRW0008192,1,NPA,CONSUMER,475713.22,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008078,BRW0009753,45,NPA,PERSONAL,595124.83,2026-01,0.0,account across observation period; monthly scorecard is account-month
ACC0008079,BRW0010845,60,MEDIUM,CONSUMER,391504.41,2026-03,85222.70000000001,account across observation period; monthly scorecard is account-month
ACC0008080,,90,MEDIUM,CREDIT_CARD,141715.93,,0.0,account across observation period; monthly scorecard is account-month
ACC0008081,BRW0009697,90,HIGH,PERSONAL,534021.8,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0008082,BRW0001895,75,MEDIUM,CONSUMER,169039.12,2026-05,0.0,account across observation period; monthly scorecard is account-month
ACC0008083,BRW0005141,90,HIGH,PERSONAL,694442.16,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0008084,BRW0001777,75,NPA,BNPL,578297.66,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008085,BRW0000497,75,NPA,CONSUMER,167321.05,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0008086,BRW0006204,1,NPA,CREDIT_CARD,451451.58,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008087,BRW0003241,1,HIGH,CREDIT_CARD,356736.94,2026-07,26111.1,account across observation period; monthly scorecard is account-month
ACC0008088,BRW0009474,0,MEDIUM,AUTO,498087.81,2026-01,227106.87,account across observation period; monthly scorecard is account-month
ACC0008089,BRW0006459,0,LOW,CONSUMER,82352.76,2026-03,0.0,account across observation period; monthly scorecard is account-month
ACC0008090,BRW0007138,75,MEDIUM,CONSUMER,217559.59,2026-04,115350.63,account across observation period; monthly scorecard is account-month
ACC0008091,BRW0000676,5,HIGH,BNPL,91719.83,2026-06,0.0,account across observation period; monthly scorecard is account-month
ACC0008092,BRW0004896,15,HIGH,AUTO,455449.98,2026-02,87917.17,account across observation period; monthly scorecard is account-month
ACC0008093,BRW0004994,75,LOW,AUTO,145652.51,2026-03,127037.38,account across observation period; monthly scorecard is account-month
ACC0008094,BRW0007340,5,NPA,CREDIT_CARD,452599.46,2026-04,0.0,account across observation period; monthly scorecard is account-month
ACC0008095,BRW0007988,30,HIGH,BNPL,583126.16,2026-01,113494.39,account across observation period; monthly scorecard is account-month
ACC0008096,BRW0009885,30,LOW,CONSUMER,1996.72,2026-01,21017.78,account across observation period; monthly scorecard is account-month
ACC0008097,BRW0009390,60,MEDIUM,CREDIT_CARD,592691.47,,0.0,account across observation period; monthly scorecard is account-month
ACC0008098,BRW0011187,0,MEDIUM,AUTO,235215.09,,29855.83,account across observation period; monthly scorecard is account-month
ACC0008099,BRW0010234,45,LOW,CONSUMER,249207.45,2026-07,0.0,account across observation period; monthly scorecard is account-month
ACC0008100,BRW0002740,30,HIGH,CONSUMER,543778.92,2026-06,78902.43,account across observation period; monthly scorecard is account-month
