target_id,account_id,campaign_id,target_date,priority,recommended_channel,status,target_date_parsed,month
TGT0009107,ACC0023882,CMP0000080,2026-04-14,1,WHATSAPP,QUEUED,2026-04-14,2026-04
TGT0009108,ACC0026161,CMP0000117,2026-02-08,5,FIELD,EXPIRED,2026-02-08,2026-02
TGT0009109,ACC0008658,CMP0000107,2026-03-22,2,VOICE,EXPIRED,2026-03-22,2026-03
TGT0009110,ACC0018909,CMP0000021,2026-02-20,1,FIELD,EXPIRED,2026-02-20,2026-02
TGT0009111,ACC0028977,CMP0000074,2026-07-07,9,VOICE,EXPIRED,2026-07-07,2026-07
TGT0009112,ACC0004848,CMP0000045,2026-04-18,8,VOICE,CONTACTED,2026-04-18,2026-04
TGT0009113,ACC0027537,CMP0000082,2026-02-11,8,VOICE,QUEUED,2026-02-11,2026-02
TGT0009114,ACC0006564,CMP0000055,2026-01-30,2,SMS,SKIPPED,2026-01-30,2026-01
TGT0009115,ACC0026078,CMP0000115,2026-01-23,8,FIELD,QUEUED,2026-01-23,2026-01
TGT0009116,ACC0027482,CMP0000088,2026-07-30,2,FIELD,SKIPPED,2026-07-30,2026-07
TGT0009117,ACC0017396,CMP0000002,2026-06-04,3,VOICE,QUEUED,2026-06-04,2026-06
TGT0009118,ACC0028575,CMP0000078,2026-01-07,9,VOICE,SKIPPED,2026-01-07,2026-01
TGT0009119,ACC0014560,CMP0000045,2026-02-20,4,FIELD,EXPIRED,2026-02-20,2026-02
TGT0009120,ACC0012402,CMP0000089,2026-04-28,10,SMS,QUEUED,2026-04-28,2026-04
TGT0009121,ACC0002704,CMP0000111,2026-06-03,3,VOICE,EXPIRED,2026-06-03,2026-06
TGT0009122,ACC0004860,CMP0000012,2026-03-11,6,VOICE,EXPIRED,2026-03-11,2026-03
TGT0009123,ACC0012900,CMP0000045,2026-07-02,9,WHATSAPP,CONTACTED,2026-07-02,2026-07
TGT0009124,ACC0029641,CMP0000024,2026-07-03,2,SMS,EXPIRED,2026-07-03,2026-07
TGT0009125,ACC0019477,CMP0000086,2026-03-19,4,SMS,CONTACTED,2026-03-19,2026-03
TGT0009126,ACC0000423,CMP0000059,2026-07-18,7,FIELD,CONTACTED,2026-07-18,2026-07
TGT0009127,ACC0019981,CMP0000035,2026-07-23,3,FIELD,CONTACTED,2026-07-23,2026-07
TGT0009128,ACC0004505,CMP0000083,2026-07-17,2,VOICE,QUEUED,2026-07-17,2026-07
TGT0009129,ACC0011737,CMP0000044,2026-04-26,1,SMS,EXPIRED,2026-04-26,2026-04
TGT0009130,ACC0003782,CMP0000048,2026-07-06,8,FIELD,EXPIRED,2026-07-06,2026-07
TGT0009131,ACC0004702,CMP0000089,2026-01-28,9,VOICE,SKIPPED,2026-01-28,2026-01
TGT0009132,ACC0010801,CMP0000036,2026-06-05,6,WHATSAPP,SKIPPED,2026-06-05,2026-06
TGT0009133,ACC0014238,CMP0000083,2026-05-26,6,WHATSAPP,EXPIRED,2026-05-26,2026-05
TGT0009134,ACC0015973,CMP0000061,2026-01-06,3,WHATSAPP,EXPIRED,2026-01-06,2026-01
TGT0009135,ACC0022493,CMP0000009,2026-02-09,2,VOICE,EXPIRED,2026-02-09,2026-02
TGT0009136,ACC0002687,CMP0000110,2026-06-13,6,WHATSAPP,CONTACTED,2026-06-13,2026-06
TGT0009137,ACC0021047,CMP0000014,2026-05-06,3,VOICE,QUEUED,2026-05-06,2026-05
TGT0009138,ACC0009802,CMP0000061,2026-06-30,8,VOICE,SKIPPED,2026-06-30,2026-06
TGT0009139,ACC0005530,CMP0000082,2026-04-27,5,VOICE,CONTACTED,2026-04-27,2026-04
TGT0009140,ACC0027634,CMP0000098,2026-03-04,6,WHATSAPP,SKIPPED,2026-03-04,2026-03
TGT0009141,ACC0002938,CMP0000026,2026-05-29,8,SMS,CONTACTED,2026-05-29,2026-05
TGT0009142,ACC0005369,CMP0000002,2026-06-24,7,FIELD,QUEUED,2026-06-24,2026-06
TGT0009143,ACC0009497,CMP0000054,2026-03-22,6,VOICE,EXPIRED,2026-03-22,2026-03
TGT0009144,ACC0015083,CMP0000091,2026-01-25,5,SMS,QUEUED,2026-01-25,2026-01
TGT0009145,ACC0012792,CMP0000033,2026-07-02,6,VOICE,QUEUED,2026-07-02,2026-07
TGT0009146,ACC0006975,CMP0000075,2026-01-06,4,FIELD,QUEUED,2026-01-06,2026-01
TGT0009147,ACC0029060,CMP0000089,2026-06-04,1,FIELD,EXPIRED,2026-06-04,2026-06
TGT0009148,ACC0001478,CMP0000015,2026-01-06,5,FIELD,SKIPPED,2026-01-06,2026-01
TGT0009149,ACC0014901,CMP0000040,2026-03-27,3,SMS,CONTACTED,2026-03-27,2026-03
TGT0009150,ACC0022986,CMP0000046,2026-05-20,5,SMS,EXPIRED,2026-05-20,2026-05
TGT0009151,ACC0004852,CMP0000053,2026-07-06,10,WHATSAPP,EXPIRED,2026-07-06,2026-07
TGT0009152,ACC0003373,CMP0000050,2026-01-22,1,SMS,CONTACTED,2026-01-22,2026-01
TGT0009153,ACC0021316,CMP0000009,2026-05-03,5,FIELD,EXPIRED,2026-05-03,2026-05
TGT0009154,ACC0016718,CMP0000065,2026-04-19,2,FIELD,CONTACTED,2026-04-19,2026-04
TGT0009155,ACC0028060,CMP0000073,2026-01-22,6,WHATSAPP,SKIPPED,2026-01-22,2026-01
TGT0009156,ACC0024205,CMP0000055,2026-03-26,5,WHATSAPP,QUEUED,2026-03-26,2026-03
TGT0009157,ACC0003838,CMP0000036,2026-02-26,7,VOICE,CONTACTED,2026-02-26,2026-02
TGT0009158,ACC0007745,CMP0000094,2026-02-20,6,WHATSAPP,SKIPPED,2026-02-20,2026-02
TGT0009159,ACC0012058,CMP0000115,2026-01-02,2,WHATSAPP,SKIPPED,2026-01-02,2026-01
TGT0009160,ACC0022129,CMP0000044,2026-04-07,5,VOICE,QUEUED,2026-04-07,2026-04
TGT0009161,ACC0018446,CMP0000100,2026-01-01,1,VOICE,EXPIRED,2026-01-01,2026-01
TGT0009162,ACC0006453,CMP0000082,2026-01-29,8,FIELD,SKIPPED,2026-01-29,2026-01
TGT0009163,ACC0028412,CMP0000094,2026-05-24,4,FIELD,QUEUED,2026-05-24,2026-05
TGT0009164,ACC0003325,CMP0000015,2026-03-25,10,VOICE,QUEUED,2026-03-25,2026-03
TGT0009165,ACC0012039,CMP0000044,2026-05-22,6,SMS,EXPIRED,2026-05-22,2026-05
TGT0009166,ACC0000802,CMP0000099,2026-07-22,6,FIELD,CONTACTED,2026-07-22,2026-07
TGT0009167,ACC0004594,CMP0000043,2026-01-28,4,WHATSAPP,SKIPPED,2026-01-28,2026-01
TGT0009168,ACC0004405,CMP0000114,2026-05-03,9,VOICE,CONTACTED,2026-05-03,2026-05
TGT0009169,ACC0017874,CMP0000069,2026-03-07,7,FIELD,QUEUED,2026-03-07,2026-03
TGT0009170,ACC0025293,CMP0000017,2026-02-18,2,FIELD,CONTACTED,2026-02-18,2026-02
TGT0009171,ACC0024729,CMP0000087,2026-01-04,4,SMS,EXPIRED,2026-01-04,2026-01
TGT0009172,ACC0023442,CMP0000086,2026-01-18,7,SMS,EXPIRED,2026-01-18,2026-01
TGT0009173,ACC0008863,CMP0000099,2026-06-03,8,WHATSAPP,QUEUED,2026-06-03,2026-06
TGT0009174,ACC0020462,CMP0000055,2026-06-25,5,FIELD,QUEUED,2026-06-25,2026-06
TGT0009175,ACC0025329,CMP0000032,2026-04-18,6,FIELD,EXPIRED,2026-04-18,2026-04
TGT0009176,ACC0028574,CMP0000034,2026-07-20,9,SMS,EXPIRED,2026-07-20,2026-07
TGT0009177,ACC0010041,CMP0000069,2026-07-30,6,FIELD,CONTACTED,2026-07-30,2026-07
TGT0009178,ACC0006267,CMP0000098,2026-04-24,10,FIELD,CONTACTED,2026-04-24,2026-04
TGT0009179,ACC0006215,CMP0000029,2026-01-30,3,FIELD,QUEUED,2026-01-30,2026-01
TGT0009180,ACC0025391,CMP0000042,2026-02-27,1,WHATSAPP,CONTACTED,2026-02-27,2026-02
TGT0009181,ACC0023425,CMP0000011,2026-04-29,1,SMS,EXPIRED,2026-04-29,2026-04
TGT0009182,ACC0013596,CMP0000016,2026-05-15,3,SMS,EXPIRED,2026-05-15,2026-05
TGT0009183,ACC0005786,CMP0000021,2026-07-20,1,WHATSAPP,SKIPPED,2026-07-20,2026-07
TGT0009184,ACC0015361,CMP0000097,2026-07-23,6,WHATSAPP,CONTACTED,2026-07-23,2026-07
TGT0009185,ACC0014738,CMP0000106,2026-04-06,8,SMS,CONTACTED,2026-04-06,2026-04
TGT0009186,ACC0024425,CMP0000031,2026-02-11,4,WHATSAPP,EXPIRED,2026-02-11,2026-02
TGT0009187,ACC0019466,CMP0000028,2026-04-17,9,WHATSAPP,EXPIRED,2026-04-17,2026-04
TGT0009188,ACC0002374,CMP0000036,2026-04-17,7,FIELD,CONTACTED,2026-04-17,2026-04
TGT0009189,ACC0015528,CMP0000111,2026-05-23,4,VOICE,QUEUED,2026-05-23,2026-05
TGT0009190,ACC0005933,CMP0000093,2026-07-20,4,VOICE,EXPIRED,2026-07-20,2026-07
TGT0009191,ACC0003618,CMP0000017,2026-06-10,4,FIELD,EXPIRED,2026-06-10,2026-06
TGT0009192,ACC0011431,CMP0000119,2026-07-10,8,FIELD,QUEUED,2026-07-10,2026-07
TGT0009193,ACC0012324,CMP0000095,2026-05-09,6,FIELD,CONTACTED,2026-05-09,2026-05
TGT0009194,ACC0004482,CMP0000002,2026-07-14,6,VOICE,QUEUED,2026-07-14,2026-07
TGT0009195,ACC0010678,CMP0000119,2026-07-30,1,SMS,EXPIRED,2026-07-30,2026-07
TGT0009196,ACC0010758,CMP0000030,2026-06-04,7,VOICE,EXPIRED,2026-06-04,2026-06
TGT0009197,ACC0025350,CMP0000109,2026-06-09,2,SMS,QUEUED,2026-06-09,2026-06
TGT0009198,ACC0013641,CMP0000042,2026-07-11,6,FIELD,QUEUED,2026-07-11,2026-07
TGT0009199,ACC0021311,CMP0000049,2026-03-27,2,SMS,SKIPPED,2026-03-27,2026-03
TGT0009200,ACC0015090,CMP0000119,2026-03-04,1,FIELD,QUEUED,2026-03-04,2026-03
TGT0009201,ACC0022982,CMP0000108,2026-02-05,8,WHATSAPP,QUEUED,2026-02-05,2026-02
TGT0009202,ACC0028539,CMP0000029,2026-07-19,3,SMS,CONTACTED,2026-07-19,2026-07
TGT0009203,ACC0026207,CMP0000096,2026-03-31,2,VOICE,EXPIRED,2026-03-31,2026-03
TGT0009204,ACC0008079,CMP0000089,2026-07-24,3,SMS,SKIPPED,2026-07-24,2026-07
TGT0009205,ACC0021937,CMP0000084,2026-07-02,10,FIELD,SKIPPED,2026-07-02,2026-07
TGT0009206,ACC0017376,CMP0000095,2026-07-25,1,SMS,SKIPPED,2026-07-25,2026-07
TGT0009207,ACC0013403,CMP0000117,2026-06-30,1,SMS,EXPIRED,2026-06-30,2026-06
TGT0009208,ACC0017430,CMP0000003,2026-01-16,8,FIELD,CONTACTED,2026-01-16,2026-01
TGT0009209,ACC0003462,CMP0000066,2026-07-19,6,SMS,CONTACTED,2026-07-19,2026-07
TGT0009210,ACC0002571,CMP0000058,2026-06-02,7,SMS,SKIPPED,2026-06-02,2026-06
TGT0009211,ACC0010111,CMP0000099,2026-03-21,3,VOICE,CONTACTED,2026-03-21,2026-03
TGT0009212,ACC0002721,CMP0000040,2026-02-07,3,VOICE,QUEUED,2026-02-07,2026-02
TGT0009213,ACC0022946,CMP0000098,2026-03-04,8,FIELD,EXPIRED,2026-03-04,2026-03
TGT0009214,ACC0005299,CMP0000081,2026-01-30,1,SMS,CONTACTED,2026-01-30,2026-01
TGT0009215,ACC0003020,CMP0000066,2026-04-18,7,WHATSAPP,CONTACTED,2026-04-18,2026-04
TGT0009216,ACC0002398,CMP0000070,2026-05-06,5,VOICE,SKIPPED,2026-05-06,2026-05
TGT0009217,ACC0019437,CMP0000051,2026-05-03,6,FIELD,CONTACTED,2026-05-03,2026-05
TGT0009218,ACC0014329,CMP0000002,2026-03-06,2,FIELD,EXPIRED,2026-03-06,2026-03
TGT0009219,ACC0027001,CMP0000018,2026-03-22,1,WHATSAPP,SKIPPED,2026-03-22,2026-03
TGT0009220,ACC0010288,CMP0000077,2026-02-27,7,WHATSAPP,SKIPPED,2026-02-27,2026-02
TGT0009221,ACC0025438,CMP0000117,2026-04-12,10,VOICE,QUEUED,2026-04-12,2026-04
TGT0009222,ACC0012478,CMP0000083,2026-04-11,3,FIELD,SKIPPED,2026-04-11,2026-04
TGT0009223,ACC0003893,CMP0000026,2026-03-15,10,SMS,SKIPPED,2026-03-15,2026-03
TGT0009224,ACC0012586,CMP0000008,2026-03-07,8,FIELD,CONTACTED,2026-03-07,2026-03
TGT0009225,ACC0015223,CMP0000104,2026-03-03,2,WHATSAPP,QUEUED,2026-03-03,2026-03
TGT0009226,ACC0002775,CMP0000094,2026-04-29,9,VOICE,SKIPPED,2026-04-29,2026-04
TGT0009227,ACC0003202,CMP0000111,2026-02-07,8,FIELD,QUEUED,2026-02-07,2026-02
TGT0009228,ACC0011899,CMP0000082,2026-05-13,5,FIELD,SKIPPED,2026-05-13,2026-05
TGT0009229,ACC0005423,CMP0000115,2026-06-28,8,VOICE,QUEUED,2026-06-28,2026-06
TGT0009230,ACC0011627,CMP0000075,2026-06-18,3,VOICE,EXPIRED,2026-06-18,2026-06
TGT0009231,ACC0009808,CMP0000074,2026-07-21,1,FIELD,CONTACTED,2026-07-21,2026-07
TGT0009232,ACC0022071,CMP0000103,2026-06-28,1,VOICE,QUEUED,2026-06-28,2026-06
TGT0009233,ACC0024536,CMP0000104,2026-02-11,1,WHATSAPP,CONTACTED,2026-02-11,2026-02
TGT0009234,ACC0011366,CMP0000099,2026-05-25,9,WHATSAPP,CONTACTED,2026-05-25,2026-05
TGT0009235,ACC0027608,CMP0000023,2026-05-17,3,WHATSAPP,QUEUED,2026-05-17,2026-05
TGT0009236,ACC0015918,CMP0000025,2026-08-01,3,WHATSAPP,EXPIRED,2026-08-01,2026-08
TGT0009237,ACC0018008,CMP0000102,2026-05-18,5,SMS,SKIPPED,2026-05-18,2026-05
TGT0009238,ACC0003950,CMP0000040,2026-02-08,8,WHATSAPP,QUEUED,2026-02-08,2026-02
TGT0009239,ACC0004146,CMP0000001,2026-05-29,3,VOICE,SKIPPED,2026-05-29,2026-05
TGT0009240,ACC0020237,CMP0000066,2026-02-07,8,SMS,EXPIRED,2026-02-07,2026-02
TGT0009241,ACC0019750,CMP0000055,2026-05-06,6,SMS,CONTACTED,2026-05-06,2026-05
TGT0009242,ACC0011676,CMP0000101,2026-04-01,4,VOICE,SKIPPED,2026-04-01,2026-04
TGT0009243,ACC0024452,CMP0000043,2026-04-13,5,VOICE,SKIPPED,2026-04-13,2026-04
TGT0009244,ACC0017728,CMP0000025,2026-06-16,8,WHATSAPP,QUEUED,2026-06-16,2026-06
TGT0009245,ACC0019177,CMP0000006,2026-05-04,10,WHATSAPP,EXPIRED,2026-05-04,2026-05
TGT0009246,ACC0029555,CMP0000113,2026-01-11,8,SMS,EXPIRED,2026-01-11,2026-01
TGT0009247,ACC0008529,CMP0000062,2026-06-01,3,SMS,EXPIRED,2026-06-01,2026-06
TGT0009248,ACC0027874,CMP0000019,2026-01-04,6,FIELD,CONTACTED,2026-01-04,2026-01
TGT0009249,ACC0002681,CMP0000115,2026-05-09,3,VOICE,SKIPPED,2026-05-09,2026-05
TGT0009250,ACC0000145,CMP0000032,2026-01-08,8,SMS,CONTACTED,2026-01-08,2026-01
TGT0009251,ACC0029368,CMP0000022,2026-06-22,3,SMS,EXPIRED,2026-06-22,2026-06
TGT0009252,ACC0010921,CMP0000040,2026-08-08,9,SMS,CONTACTED,2026-08-08,2026-08
TGT0009253,ACC0007470,CMP0000014,2026-04-09,6,FIELD,EXPIRED,2026-04-09,2026-04
TGT0009254,ACC0024261,CMP0000087,2026-06-06,5,WHATSAPP,SKIPPED,2026-06-06,2026-06
TGT0009255,ACC0027605,CMP0000011,2026-05-11,6,SMS,CONTACTED,2026-05-11,2026-05
TGT0009256,ACC0008744,CMP0000029,2026-01-03,5,FIELD,QUEUED,2026-01-03,2026-01
TGT0009257,ACC0000759,CMP0000045,2026-01-18,6,FIELD,QUEUED,2026-01-18,2026-01
TGT0009258,ACC0001925,CMP0000056,2026-05-21,6,FIELD,QUEUED,2026-05-21,2026-05
TGT0009259,ACC0007126,CMP0000026,2026-05-10,9,SMS,EXPIRED,2026-05-10,2026-05
TGT0009260,ACC0009606,CMP0000028,2026-06-07,5,SMS,CONTACTED,2026-06-07,2026-06
TGT0009261,ACC0027983,CMP0000096,2026-01-09,6,FIELD,EXPIRED,2026-01-09,2026-01
TGT0009262,ACC0000489,CMP0000103,2026-05-16,2,VOICE,EXPIRED,2026-05-16,2026-05
TGT0009263,ACC0010632,CMP0000078,2026-04-01,7,VOICE,SKIPPED,2026-04-01,2026-04
TGT0009264,ACC0023586,CMP0000058,2026-06-26,3,FIELD,SKIPPED,2026-06-26,2026-06
TGT0009265,ACC0010521,CMP0000043,2026-05-09,9,VOICE,EXPIRED,2026-05-09,2026-05
TGT0009266,ACC0013639,CMP0000111,2026-04-26,3,WHATSAPP,CONTACTED,2026-04-26,2026-04
TGT0009267,ACC0007969,CMP0000017,2026-06-28,3,VOICE,EXPIRED,2026-06-28,2026-06
TGT0009268,ACC0000904,CMP0000093,2026-03-30,8,SMS,CONTACTED,2026-03-30,2026-03
TGT0009269,ACC0026042,CMP0000093,2026-04-11,5,SMS,QUEUED,2026-04-11,2026-04
TGT0009270,ACC0028141,CMP0000087,2026-05-05,2,VOICE,QUEUED,2026-05-05,2026-05
TGT0009271,ACC0017127,CMP0000061,2026-01-12,8,SMS,CONTACTED,2026-01-12,2026-01
TGT0009272,ACC0012841,CMP0000099,2026-08-01,5,FIELD,CONTACTED,2026-08-01,2026-08
TGT0009273,ACC0020853,CMP0000011,2026-05-23,3,VOICE,QUEUED,2026-05-23,2026-05
TGT0009274,ACC0025204,CMP0000018,2026-01-22,6,VOICE,QUEUED,2026-01-22,2026-01
TGT0009275,ACC0028180,CMP0000072,2026-06-16,2,WHATSAPP,EXPIRED,2026-06-16,2026-06
TGT0009276,ACC0006592,CMP0000027,2026-07-24,8,FIELD,EXPIRED,2026-07-24,2026-07
TGT0009277,ACC0025648,CMP0000044,2026-08-05,8,WHATSAPP,EXPIRED,2026-08-05,2026-08
TGT0009278,ACC0024496,CMP0000067,2026-06-08,6,FIELD,SKIPPED,2026-06-08,2026-06
TGT0009279,ACC0013309,CMP0000080,2026-01-24,7,SMS,SKIPPED,2026-01-24,2026-01
TGT0009280,ACC0017245,CMP0000116,2026-05-28,2,FIELD,EXPIRED,2026-05-28,2026-05
TGT0009281,ACC0028788,CMP0000080,2026-05-16,3,WHATSAPP,EXPIRED,2026-05-16,2026-05
TGT0009282,ACC0028811,CMP0000028,2026-02-18,8,SMS,CONTACTED,2026-02-18,2026-02
TGT0009283,ACC0022770,CMP0000114,2026-03-31,5,FIELD,EXPIRED,2026-03-31,2026-03
TGT0009284,ACC0020674,CMP0000054,2026-05-30,8,VOICE,EXPIRED,2026-05-30,2026-05
TGT0009285,ACC0021867,CMP0000009,2026-05-17,3,SMS,SKIPPED,2026-05-17,2026-05
TGT0009286,ACC0003139,CMP0000060,2026-03-13,6,SMS,EXPIRED,2026-03-13,2026-03
TGT0009287,ACC0004798,CMP0000064,2026-02-15,3,FIELD,QUEUED,2026-02-15,2026-02
TGT0009288,ACC0010199,CMP0000030,2026-07-09,7,VOICE,CONTACTED,2026-07-09,2026-07
TGT0009289,ACC0025224,CMP0000119,2026-03-13,10,FIELD,CONTACTED,2026-03-13,2026-03
TGT0009290,ACC0010423,CMP0000061,2026-07-20,8,FIELD,EXPIRED,2026-07-20,2026-07
TGT0009291,ACC0004945,CMP0000036,2026-05-06,7,FIELD,SKIPPED,2026-05-06,2026-05
TGT0009292,ACC0007647,CMP0000058,2026-01-10,10,VOICE,SKIPPED,2026-01-10,2026-01
TGT0009293,ACC0022796,CMP0000022,2026-06-03,2,SMS,QUEUED,2026-06-03,2026-06
TGT0009294,ACC0003810,CMP0000039,2026-07-13,3,WHATSAPP,EXPIRED,2026-07-13,2026-07
TGT0009295,ACC0021838,CMP0000060,2026-08-05,4,SMS,QUEUED,2026-08-05,2026-08
TGT0009296,ACC0019737,CMP0000006,2026-02-19,3,WHATSAPP,CONTACTED,2026-02-19,2026-02
TGT0009297,ACC0025266,CMP0000057,2026-06-06,7,WHATSAPP,CONTACTED,2026-06-06,2026-06
TGT0009298,ACC0024213,CMP0000101,2026-05-28,6,WHATSAPP,SKIPPED,2026-05-28,2026-05
TGT0009299,ACC0023076,CMP0000027,2026-08-05,8,WHATSAPP,CONTACTED,2026-08-05,2026-08
TGT0009300,ACC0004599,CMP0000117,2026-07-01,4,WHATSAPP,EXPIRED,2026-07-01,2026-07
TGT0009301,ACC0009903,CMP0000015,2026-02-16,5,FIELD,CONTACTED,2026-02-16,2026-02
TGT0009302,ACC0023157,CMP0000048,2026-07-25,3,VOICE,SKIPPED,2026-07-25,2026-07
TGT0009303,ACC0011340,CMP0000067,2026-05-24,5,SMS,QUEUED,2026-05-24,2026-05
TGT0009304,ACC0011935,CMP0000064,2026-03-01,6,WHATSAPP,SKIPPED,2026-03-01,2026-03
TGT0009305,ACC0029951,CMP0000111,2026-01-05,7,SMS,CONTACTED,2026-01-05,2026-01
TGT0009306,ACC0010230,CMP0000118,2026-02-01,7,SMS,QUEUED,2026-02-01,2026-02
TGT0009307,ACC0001866,CMP0000027,2026-07-26,8,WHATSAPP,SKIPPED,2026-07-26,2026-07
TGT0009308,ACC0011913,CMP0000114,2026-04-13,6,FIELD,CONTACTED,2026-04-13,2026-04
TGT0009309,ACC0024975,CMP0000049,2026-03-23,8,FIELD,QUEUED,2026-03-23,2026-03
TGT0009310,ACC0014257,CMP0000014,2026-06-11,8,VOICE,EXPIRED,2026-06-11,2026-06
TGT0009311,ACC0003823,CMP0000102,2026-01-01,5,FIELD,CONTACTED,2026-01-01,2026-01
TGT0009312,ACC0026143,CMP0000063,2026-06-21,4,SMS,CONTACTED,2026-06-21,2026-06
TGT0009313,ACC0003881,CMP0000107,2026-08-03,2,WHATSAPP,CONTACTED,2026-08-03,2026-08
TGT0009314,ACC0012999,CMP0000050,2026-01-26,7,WHATSAPP,SKIPPED,2026-01-26,2026-01
TGT0009315,ACC0021825,CMP0000099,2026-04-27,9,SMS,EXPIRED,2026-04-27,2026-04
TGT0009316,ACC0023259,CMP0000109,2026-05-06,1,SMS,QUEUED,2026-05-06,2026-05
TGT0009317,ACC0009124,CMP0000015,2026-02-12,2,FIELD,SKIPPED,2026-02-12,2026-02
TGT0009318,ACC0008778,CMP0000103,2026-02-23,6,VOICE,SKIPPED,2026-02-23,2026-02
TGT0009319,ACC0028618,CMP0000082,2026-01-26,3,SMS,CONTACTED,2026-01-26,2026-01
TGT0009320,ACC0012018,CMP0000024,2026-06-10,4,FIELD,CONTACTED,2026-06-10,2026-06
TGT0009321,ACC0016118,CMP0000058,2026-05-19,9,VOICE,CONTACTED,2026-05-19,2026-05
TGT0009322,ACC0023637,CMP0000093,2026-05-02,8,VOICE,SKIPPED,2026-05-02,2026-05
TGT0009323,ACC0014493,CMP0000011,2026-04-13,10,WHATSAPP,QUEUED,2026-04-13,2026-04
TGT0009324,ACC0022663,CMP0000006,2026-01-06,9,FIELD,CONTACTED,2026-01-06,2026-01
TGT0009325,ACC0007483,CMP0000116,2026-02-09,3,FIELD,SKIPPED,2026-02-09,2026-02
TGT0009326,ACC0004047,CMP0000093,2026-05-19,9,FIELD,QUEUED,2026-05-19,2026-05
TGT0009327,ACC0017441,CMP0000019,2026-01-13,8,FIELD,QUEUED,2026-01-13,2026-01
TGT0009328,ACC0015419,CMP0000102,2026-02-08,8,FIELD,CONTACTED,2026-02-08,2026-02
TGT0009329,ACC0012733,CMP0000050,2026-02-22,8,FIELD,CONTACTED,2026-02-22,2026-02
TGT0009330,ACC0029251,CMP0000077,2026-01-17,6,SMS,CONTACTED,2026-01-17,2026-01
TGT0009331,ACC0011830,CMP0000069,2026-04-29,8,WHATSAPP,SKIPPED,2026-04-29,2026-04
TGT0009332,ACC0029610,CMP0000040,2026-01-19,3,FIELD,QUEUED,2026-01-19,2026-01
TGT0009333,ACC0008386,CMP0000015,2026-02-28,8,VOICE,QUEUED,2026-02-28,2026-02
TGT0009334,ACC0011984,CMP0000070,2026-05-12,5,WHATSAPP,QUEUED,2026-05-12,2026-05
TGT0009335,ACC0026795,CMP0000009,2026-01-28,2,WHATSAPP,CONTACTED,2026-01-28,2026-01
TGT0009336,ACC0006357,CMP0000030,2026-05-23,6,FIELD,CONTACTED,2026-05-23,2026-05
TGT0009337,ACC0029047,CMP0000034,2026-08-03,10,FIELD,SKIPPED,2026-08-03,2026-08
TGT0009338,ACC0009408,CMP0000008,2026-07-31,5,SMS,SKIPPED,2026-07-31,2026-07
TGT0009339,ACC0020455,CMP0000005,2026-01-27,5,VOICE,CONTACTED,2026-01-27,2026-01
TGT0009340,ACC0024550,CMP0000015,2026-02-24,1,WHATSAPP,EXPIRED,2026-02-24,2026-02
TGT0009341,ACC0002845,CMP0000101,2026-02-11,6,FIELD,EXPIRED,2026-02-11,2026-02
TGT0009342,ACC0025436,CMP0000056,2026-02-07,2,SMS,EXPIRED,2026-02-07,2026-02
TGT0009343,ACC0029003,CMP0000014,2026-05-19,5,VOICE,SKIPPED,2026-05-19,2026-05
TGT0009344,ACC0019575,CMP0000118,2026-05-11,8,WHATSAPP,CONTACTED,2026-05-11,2026-05
TGT0009345,ACC0011159,CMP0000041,2026-04-07,4,WHATSAPP,CONTACTED,2026-04-07,2026-04
TGT0009346,ACC0000433,CMP0000049,2026-01-03,8,WHATSAPP,EXPIRED,2026-01-03,2026-01
TGT0009347,ACC0006355,CMP0000043,2026-05-23,9,SMS,EXPIRED,2026-05-23,2026-05
TGT0009348,ACC0022288,CMP0000118,2026-07-02,5,VOICE,CONTACTED,2026-07-02,2026-07
TGT0009349,ACC0024173,CMP0000021,2026-07-01,4,WHATSAPP,QUEUED,2026-07-01,2026-07
TGT0009350,ACC0028799,CMP0000022,2026-04-24,9,VOICE,CONTACTED,2026-04-24,2026-04
TGT0009351,ACC0002435,CMP0000088,2026-05-19,6,FIELD,QUEUED,2026-05-19,2026-05
TGT0009352,ACC0006655,CMP0000024,2026-03-16,6,WHATSAPP,EXPIRED,2026-03-16,2026-03
TGT0009353,ACC0003400,CMP0000029,2026-05-13,5,SMS,SKIPPED,2026-05-13,2026-05
TGT0009354,ACC0018065,CMP0000079,2026-03-02,4,VOICE,QUEUED,2026-03-02,2026-03
TGT0009355,ACC0011531,CMP0000081,2026-01-23,1,VOICE,EXPIRED,2026-01-23,2026-01
TGT0009356,ACC0005166,CMP0000039,2026-05-23,2,VOICE,QUEUED,2026-05-23,2026-05
TGT0009357,ACC0006551,CMP0000053,2026-07-23,2,WHATSAPP,QUEUED,2026-07-23,2026-07
TGT0009358,ACC0002919,CMP0000001,2026-04-10,7,FIELD,QUEUED,2026-04-10,2026-04
TGT0009359,ACC0010065,CMP0000041,2026-03-10,1,WHATSAPP,QUEUED,2026-03-10,2026-03
TGT0009360,ACC0013988,CMP0000103,2026-05-22,4,VOICE,SKIPPED,2026-05-22,2026-05
TGT0009361,ACC0014024,CMP0000005,2026-07-15,6,SMS,SKIPPED,2026-07-15,2026-07
TGT0009362,ACC0026425,CMP0000067,2026-06-08,1,SMS,CONTACTED,2026-06-08,2026-06
TGT0009363,ACC0023797,CMP0000058,2026-01-07,1,FIELD,SKIPPED,2026-01-07,2026-01
