canonical_agent_id,tenure_bucket,calls,contacted,avg_duration_sec,contact_rate
EMP::EMP00242,31-90d,16,1,483.5625,0.0625
EMP::EMP00242,91-180d,156,24,447.0377358490566,0.15384615384615385
EMP::EMP00242,181-365d,534,88,463.06666666666666,0.1647940074906367
EMP::EMP00242,365d+,1409,280,455.6111888111888,0.198722498225692
EMP::EMP00243,31-90d,12,1,511.5,0.08333333333333333
EMP::EMP00243,91-180d,62,9,486.6923076923077,0.14516129032258066
EMP::EMP00243,181-365d,271,44,463.88129496402877,0.16236162361623616
EMP::EMP00243,365d+,1530,300,446.54223081882657,0.19607843137254902
EMP::EMP00244,31-90d,35,7,465.3611111111111,0.2
EMP::EMP00244,91-180d,183,52,419.7567567567568,0.28415300546448086
EMP::EMP00244,181-365d,474,101,442.09563409563407,0.21308016877637131
EMP::EMP00244,365d+,2131,411,458.1603260869565,0.19286719849835757
EMP::EMP00245,91-180d,47,13,432.27659574468083,0.2765957446808511
EMP::EMP00245,181-365d,225,48,452.95238095238096,0.21333333333333335
EMP::EMP00245,365d+,1107,236,459.781054512958,0.21318879855465223
EMP::EMP00246,31-90d,22,3,475.22727272727275,0.13636363636363635
EMP::EMP00246,91-180d,175,36,455.0335195530726,0.2057142857142857
EMP::EMP00246,181-365d,380,75,478.2552083333333,0.19736842105263158
EMP::EMP00246,365d+,1332,280,458.3610081541883,0.21021021021021022
EMP::EMP00247,31-90d,63,11,387.0615384615385,0.1746031746031746
EMP::EMP00247,91-180d,273,60,455.60869565217394,0.21978021978021978
EMP::EMP00247,181-365d,658,138,455.8375939849624,0.20972644376899696
EMP::EMP00247,365d+,1421,285,451.3128027681661,0.20056298381421533
EMP::EMP00248,31-90d,56,11,383.03508771929825,0.19642857142857142
EMP::EMP00248,91-180d,165,21,476.1385542168675,0.12727272727272726
EMP::EMP00248,181-365d,444,86,448.171875,0.19369369369369369
EMP::EMP00248,365d+,1179,231,451.1704260651629,0.19592875318066158
EMP::EMP00249,31-90d,44,6,419.2,0.13636363636363635
EMP::EMP00249,91-180d,166,37,413.08383233532936,0.22289156626506024
EMP::EMP00249,181-365d,765,137,450.00640204865556,0.17908496732026144
EMP::EMP00249,365d+,1174,235,446.2840627580512,0.20017035775127767
EMP::EMP00250,31-90d,25,3,509.0,0.12
EMP::EMP00250,91-180d,124,20,478.056,0.16129032258064516
EMP::EMP00250,181-365d,464,96,463.14406779661016,0.20689655172413793
EMP::EMP00250,365d+,954,191,451.03711340206183,0.20020964360587
EMP::EMP00251,31-90d,27,4,528.925925925926,0.14814814814814814
EMP::EMP00251,91-180d,181,28,435.9835164835165,0.15469613259668508
EMP::EMP00251,181-365d,812,157,456.2327272727273,0.1933497536945813
EMP::EMP00251,365d+,934,190,464.2526539278132,0.20342612419700215
EMP::EMP00252,31-90d,17,5,483.52941176470586,0.29411764705882354
EMP::EMP00252,91-180d,110,28,449.27927927927925,0.2545454545454545
EMP::EMP00252,181-365d,497,95,446.134,0.19114688128772636
EMP::EMP00252,365d+,1369,266,456.6170520231214,0.19430241051862673
EMP::EMP00253,31-90d,30,6,337.53333333333336,0.2
EMP::EMP00253,91-180d,121,18,470.4471544715447,0.1487603305785124
EMP::EMP00253,181-365d,553,106,422.38434163701066,0.19168173598553345
EMP::EMP00253,365d+,1386,260,462.2146932952924,0.18759018759018758
EMP::EMP00254,31-90d,1,0,836.0,0.0
EMP::EMP00254,91-180d,97,16,420.42857142857144,0.16494845360824742
EMP::EMP00254,181-365d,394,65,470.937343358396,0.1649746192893401
EMP::EMP00254,365d+,1777,336,451.7229800629591,0.18908272369161508
EMP::EMP00255,31-90d,53,13,463.43636363636364,0.24528301886792453
EMP::EMP00255,91-180d,130,23,475.18045112781954,0.17692307692307693
EMP::EMP00255,181-365d,556,103,455.3345132743363,0.18525179856115107
EMP::EMP00255,365d+,1916,392,457.2874035989717,0.2045929018789144
EMP::EMP00256,31-90d,22,5,426.2608695652174,0.22727272727272727
EMP::EMP00256,91-180d,152,24,433.44871794871796,0.15789473684210525
EMP::EMP00256,181-365d,732,158,457.91543624161073,0.21584699453551912
EMP::EMP00256,365d+,1347,282,458.69663742690057,0.20935412026726058
EMP::EMP00257,91-180d,99,21,473.9,0.21212121212121213
EMP::EMP00257,181-365d,936,165,450.5759493670886,0.1762820512820513
EMP::EMP00257,365d+,1313,263,450.30542986425337,0.2003046458492003
EMP::EMP00258,31-90d,42,4,338.16279069767444,0.09523809523809523
EMP::EMP00258,91-180d,208,47,448.6698113207547,0.22596153846153846
EMP::EMP00258,181-365d,526,110,442.06928838951313,0.20912547528517111
EMP::EMP00258,365d+,1204,242,453.7144032921811,0.2009966777408638
EMP::EMP00259,31-90d,41,12,453.6046511627907,0.2926829268292683
EMP::EMP00259,91-180d,99,14,426.3,0.1414141414141414
EMP::EMP00259,181-365d,616,132,444.2644230769231,0.21428571428571427
EMP::EMP00259,365d+,1694,350,449.2666277712952,0.2066115702479339
EMP::EMP00260,31-90d,34,8,411.1142857142857,0.23529411764705882
EMP::EMP00260,91-180d,230,42,435.3030303030303,0.1826086956521739
EMP::EMP00260,181-365d,741,133,455.63346613545815,0.1794871794871795
EMP::EMP00260,365d+,1912,390,449.4240864642306,0.20397489539748953
EMP::EMP00261,31-90d,49,7,453.2244897959184,0.14285714285714285
EMP::EMP00261,91-180d,242,42,456.44262295081967,0.17355371900826447
EMP::EMP00261,181-365d,549,115,442.42238267148014,0.20947176684881602
EMP::EMP00261,365d+,1493,309,456.8292079207921,0.20696584058941728
EMP::EMP00262,31-90d,8,1,484.625,0.125
EMP::EMP00262,91-180d,168,33,473.11176470588236,0.19642857142857142
EMP::EMP00262,181-365d,641,129,438.7017001545595,0.20124804992199688
EMP::EMP00262,365d+,1842,397,450.22133333333335,0.21552660152008687
EMP::EMP00263,31-90d,50,13,475.88235294117646,0.26
EMP::EMP00263,91-180d,295,69,439.51,0.23389830508474577
EMP::EMP00263,181-365d,889,185,458.98142076502734,0.2080989876265467
EMP::EMP00263,365d+,1880,391,456.0340670859539,0.20797872340425533
EMP::EMP00264,31-90d,18,1,527.1052631578947,0.05555555555555555
EMP::EMP00264,91-180d,142,28,466.5944055944056,0.19718309859154928
EMP::EMP00264,181-365d,701,161,457.6854724964739,0.2296718972895863
EMP::EMP00264,365d+,1653,330,443.22453841572366,0.1996370235934664
EMP::EMP00265,31-90d,13,0,581.7692307692307,0.0
EMP::EMP00265,91-180d,61,10,450.6031746031746,0.16393442622950818
EMP::EMP00265,181-365d,432,86,458.49771689497715,0.19907407407407407
EMP::EMP00265,365d+,1514,316,442.2097719869707,0.20871862615587847
EMP::EMP00266,31-90d,9,0,467.4,0.0
EMP::EMP00266,91-180d,109,21,464.3008849557522,0.1926605504587156
EMP::EMP00266,181-365d,489,94,459.72008113590266,0.19222903885480572
EMP::EMP00266,365d+,1648,346,452.0784090909091,0.2099514563106796
EMP::EMP00267,31-90d,50,10,435.5686274509804,0.2
EMP::EMP00267,91-180d,234,48,440.8589211618257,0.20512820512820512
EMP::EMP00267,181-365d,690,157,439.7004279600571,0.22753623188405797
EMP::EMP00267,365d+,1783,356,454.46919691969197,0.19966348850252383
EMP::EMP00268,31-90d,25,7,519.6296296296297,0.28
EMP::EMP00268,91-180d,105,28,491.3703703703704,0.26666666666666666
EMP::EMP00268,181-365d,556,114,449.6113074204947,0.20503597122302158
EMP::EMP00268,365d+,1852,371,448.58413205537806,0.20032397408207345
EMP::EMP00269,31-90d,33,9,457.0,0.2727272727272727
EMP::EMP00269,91-180d,168,40,447.3837209302326,0.23809523809523808
EMP::EMP00269,181-365d,849,169,455.3177022274326,0.19905771495877503
EMP::EMP00269,365d+,1984,426,448.84812529663026,0.21471774193548387
EMP::EMP00270,91-180d,62,18,422.92063492063494,0.2903225806451613
EMP::EMP00270,181-365d,466,94,449.2089552238806,0.2017167381974249
EMP::EMP00270,365d+,1679,323,454.9406286379511,0.1923764145324598
EMP::EMP00271,31-90d,26,7,420.2962962962963,0.2692307692307692
EMP::EMP00271,91-180d,79,9,453.8875,0.11392405063291139
EMP::EMP00271,181-365d,557,116,455.9171075837742,0.20825852782764812
EMP::EMP00271,365d+,1830,356,451.170718530524,0.19453551912568307
EMP::EMP00272,91-180d,79,11,424.26582278481015,0.13924050632911392
EMP::EMP00272,181-365d,462,88,428.725321888412,0.19047619047619047
EMP::EMP00272,365d+,1440,283,442.7832647462277,0.19652777777777777
EMP::EMP00273,31-90d,25,6,547.76,0.24
EMP::EMP00273,91-180d,132,27,454.1503759398496,0.20454545454545456
EMP::EMP00273,181-365d,663,123,451.7004470938897,0.18552036199095023
EMP::EMP00273,365d+,1871,391,441.295358649789,0.2089791555318012
EMP::EMP00274,31-90d,4,1,454.25,0.25
EMP::EMP00274,91-180d,50,13,436.078431372549,0.26
EMP::EMP00274,181-365d,333,57,435.68621700879766,0.17117117117117117
EMP::EMP00274,365d+,1437,278,455.27322404371586,0.19345859429366735
EMP::EMP00275,31-90d,8,2,479.375,0.25
EMP::EMP00275,91-180d,85,14,439.84705882352944,0.16470588235294117
EMP::EMP00275,181-365d,283,63,435.6082474226804,0.2226148409893993
EMP::EMP00275,365d+,1573,316,446.0527638190955,0.20089001907183726
EMP::EMP00276,31-90d,70,18,463.9166666666667,0.2571428571428571
EMP::EMP00276,91-180d,192,32,452.1020408163265,0.16666666666666666
EMP::EMP00276,181-365d,675,144,429.85901162790697,0.21333333333333335
EMP::EMP00276,365d+,1376,259,459.36,0.1882267441860465
EMP::EMP00277,31-90d,23,7,426.4347826086956,0.30434782608695654
EMP::EMP00277,91-180d,171,29,468.3391812865497,0.1695906432748538
EMP::EMP00277,181-365d,441,72,440.78923766816143,0.16326530612244897
EMP::EMP00277,365d+,1133,233,447.1814236111111,0.205648720211827
EMP::EMP00278,31-90d,16,3,532.6875,0.1875
EMP::EMP00278,91-180d,137,33,433.0359712230216,0.24087591240875914
EMP::EMP00278,181-365d,700,171,460.814606741573,0.24428571428571427
EMP::EMP00278,365d+,787,154,443.6370463078849,0.19567979669631513
EMP::EMP00279,31-90d,47,12,482.1041666666667,0.2553191489361702
EMP::EMP00279,91-180d,164,41,444.7710843373494,0.25
EMP::EMP00279,181-365d,609,122,466.330658105939,0.20032840722495895
EMP::EMP00279,365d+,1285,263,455.8977709454266,0.2046692607003891
EMP::EMP00280,31-90d,30,3,527.0967741935484,0.1
EMP::EMP00280,91-180d,173,25,476.34090909090907,0.14450867052023122
EMP::EMP00280,181-365d,723,148,475.14951989026065,0.20470262793914246
EMP::EMP00280,365d+,1157,225,449.278534923339,0.1944684528954192
EMP::EMP00281,91-180d,77,14,503.43589743589746,0.18181818181818182
EMP::EMP00281,181-365d,605,133,456.8433931484502,0.21983471074380165
EMP::EMP00281,365d+,1598,314,447.9007398273736,0.1964956195244055
EMP::EMP00282,31-90d,63,14,472.5151515151515,0.2222222222222222
EMP::EMP00282,91-180d,166,45,425.6309523809524,0.2710843373493976
EMP::EMP00282,181-365d,491,94,449.29,0.19144602851323828
EMP::EMP00282,365d+,1410,270,454.0591922005571,0.19148936170212766
EMP::EMP00283,31-90d,53,12,481.98148148148147,0.22641509433962265
EMP::EMP00283,91-180d,141,25,454.83098591549293,0.1773049645390071
EMP::EMP00283,181-365d,711,145,445.3616133518776,0.2039381153305204
EMP::EMP00283,365d+,2387,487,460.1321531494442,0.20402178466694595
EMP::EMP00284,31-90d,26,5,452.61538461538464,0.19230769230769232
EMP::EMP00284,91-180d,151,23,448.2,0.152317880794702
EMP::EMP00284,181-365d,442,96,442.47333333333336,0.2171945701357466
EMP::EMP00284,365d+,1301,284,458.67624810892585,0.21829362029208302
EMP::EMP00285,31-90d,66,14,469.45454545454544,0.21212121212121213
EMP::EMP00285,91-180d,190,38,456.840206185567,0.2
EMP::EMP00285,181-365d,757,151,445.92015706806285,0.19947159841479525
EMP::EMP00285,365d+,1526,305,449.1674179008371,0.1998689384010485
EMP::EMP00286,31-90d,67,16,482.85074626865674,0.23880597014925373
EMP::EMP00286,91-180d,219,49,472.90497737556564,0.2237442922374429
EMP::EMP00286,181-365d,709,149,463.55648535564853,0.21015514809590974
EMP::EMP00286,365d+,2360,530,448.2015873015873,0.2245762711864407
EMP::EMP00287,31-90d,45,6,453.7608695652174,0.13333333333333333
EMP::EMP00287,91-180d,260,54,459.72727272727275,0.2076923076923077
EMP::EMP00287,181-365d,599,126,447.08415841584156,0.21035058430717862
EMP::EMP00287,365d+,1494,295,452.4615889691399,0.19745649263721554
EMP::EMP00288,31-90d,12,2,429.8333333333333,0.16666666666666666
EMP::EMP00288,91-180d,186,31,495.5287958115183,0.16666666666666666
EMP::EMP00288,181-365d,1437,321,436.898976109215,0.22338204592901878
EMP::EMP00288,365d+,2212,439,455.6204899777283,0.1984629294755877
EMP::EMP00289,31-90d,60,13,433.5967741935484,0.21666666666666667
EMP::EMP00289,91-180d,230,43,450.2564102564103,0.18695652173913044
EMP::EMP00289,181-365d,812,169,457.23873325213157,0.20812807881773399
EMP::EMP00289,365d+,1468,274,462.494623655914,0.18664850136239783
EMP::EMP00290,31-90d,37,10,392.9189189189189,0.2702702702702703
EMP::EMP00290,91-180d,209,35,460.33971291866027,0.1674641148325359
EMP::EMP00290,181-365d,563,107,457.10720562390156,0.19005328596802842
EMP::EMP00290,365d+,1177,245,445.9275,0.20815632965165676
EMP::EMP00291,31-90d,2,0,171.0,0.0
EMP::EMP00291,91-180d,106,27,438.7102803738318,0.25471698113207547
EMP::EMP00291,181-365d,747,152,456.1468253968254,0.2034805890227577
EMP::EMP00291,365d+,2451,475,453.5136876006441,0.1937984496124031
EMP::EMP00292,31-90d,42,7,507.4651162790698,0.16666666666666666
EMP::EMP00292,91-180d,284,59,435.8062283737024,0.20774647887323944
EMP::EMP00292,181-365d,910,186,437.49945945945944,0.2043956043956044
EMP::EMP00292,365d+,2039,409,457.73297923708355,0.2005885237861697
EMP::EMP00293,31-90d,37,10,448.2307692307692,0.2702702702702703
EMP::EMP00293,91-180d,107,23,483.92105263157896,0.21495327102803738
EMP::EMP00293,181-365d,440,128,460.74603174603175,0.2909090909090909
EMP::EMP00293,365d+,1360,267,451.77939042089986,0.1963235294117647
EMP::EMP00294,31-90d,46,9,466.2608695652174,0.1956521739130435
EMP::EMP00294,91-180d,200,44,424.72906403940885,0.22
EMP::EMP00294,181-365d,701,138,439.83661971830986,0.19686162624821682
EMP::EMP00294,365d+,1424,282,448.96955017301036,0.19803370786516855
EMP::EMP00295,91-180d,53,7,414.6111111111111,0.1320754716981132
EMP::EMP00295,181-365d,581,134,447.08249158249157,0.2306368330464716
EMP::EMP00295,365d+,1864,367,441.4727368978295,0.1968884120171674
EMP::EMP00296,31-90d,70,13,460.67605633802816,0.18571428571428572
EMP::EMP00296,91-180d,266,52,395.962962962963,0.19548872180451127
EMP::EMP00296,181-365d,550,111,455.69217081850536,0.2018181818181818
EMP::EMP00296,365d+,1458,265,433.96479350033854,0.18175582990397804
EMP::EMP00297,31-90d,30,7,432.3666666666667,0.23333333333333334
EMP::EMP00297,91-180d,128,30,429.35114503816794,0.234375
EMP::EMP00297,181-365d,277,58,442.779359430605,0.20938628158844766
EMP::EMP00297,365d+,1453,301,448.91401489505756,0.20715760495526497
EMP::EMP00298,31-90d,16,3,466.4117647058824,0.1875
EMP::EMP00298,91-180d,101,25,441.64356435643566,0.24752475247524752
EMP::EMP00298,181-365d,676,145,451.4014492753623,0.21449704142011836
EMP::EMP00298,365d+,1548,310,445.68646232439335,0.20025839793281655
EMP::EMP00299,31-90d,28,8,518.5357142857143,0.2857142857142857
EMP::EMP00299,91-180d,71,24,427.05479452054794,0.3380281690140845
EMP::EMP00299,181-365d,245,53,438.86345381526104,0.2163265306122449
EMP::EMP00299,365d+,1377,265,443.4553890078515,0.1924473493100944
EMP::EMP00300,31-90d,7,0,488.85714285714283,0.0
EMP::EMP00300,91-180d,85,18,425.2325581395349,0.21176470588235294
EMP::EMP00300,181-365d,397,87,447.0648379052369,0.21914357682619648
EMP::EMP00300,365d+,2061,436,451.23763802208356,0.21154779233381854
EMP::EMP00301,91-180d,158,25,445.9938271604938,0.15822784810126583
EMP::EMP00301,181-365d,923,179,455.1095041322314,0.19393282773564463
EMP::EMP00301,365d+,2173,413,444.95013599274705,0.19005982512655314
EMP::EMP00302,31-90d,8,1,450.625,0.125
EMP::EMP00302,91-180d,105,17,429.85714285714283,0.1619047619047619
EMP::EMP00302,181-365d,611,115,460.2096,0.18821603927986907
EMP::EMP00302,365d+,1294,286,443.441825095057,0.22102009273570325
EMP::EMP00303,31-90d,57,7,429.76271186440675,0.12280701754385964
EMP::EMP00303,91-180d,281,67,445.49122807017545,0.23843416370106763
EMP::EMP00303,181-365d,650,126,447.19939577039275,0.19384615384615383
EMP::EMP00303,365d+,1688,313,455.09320046893316,0.1854265402843602
EMP::EMP00304,31-90d,17,3,405.7647058823529,0.17647058823529413
EMP::EMP00304,91-180d,72,17,477.2236842105263,0.2361111111111111
EMP::EMP00304,181-365d,428,84,454.1809744779582,0.19626168224299065
EMP::EMP00304,365d+,888,173,445.554203539823,0.19481981981981983
EMP::EMP00305,31-90d,4,0,496.5,0.0
EMP::EMP00305,91-180d,139,33,471.0357142857143,0.23741007194244604
EMP::EMP00305,181-365d,393,78,469.1478696741855,0.1984732824427481
EMP::EMP00305,365d+,1940,384,445.7449083503055,0.1979381443298969
EMP::EMP00306,31-90d,21,2,448.76190476190476,0.09523809523809523
EMP::EMP00306,91-180d,160,42,417.3888888888889,0.2625
EMP::EMP00306,181-365d,605,122,461.5521172638436,0.20165289256198346
EMP::EMP00306,365d+,1755,365,450.1111734980348,0.20797720797720798
EMP::EMP00307,31-90d,40,12,467.1,0.3
EMP::EMP00307,91-180d,210,40,455.53554502369667,0.19047619047619047
EMP::EMP00307,181-365d,826,159,455.3795966785291,0.19249394673123488
EMP::EMP00307,365d+,2153,449,443.32584784601283,0.20854621458430098
EMP::EMP00308,31-90d,13,2,502.84615384615387,0.15384615384615385
EMP::EMP00308,91-180d,122,29,464.2049180327869,0.23770491803278687
EMP::EMP00308,181-365d,611,125,461.7140549273021,0.20458265139116202
EMP::EMP00308,365d+,1629,330,449.36634264884566,0.20257826887661143
EMP::EMP00309,31-90d,32,6,448.6875,0.1875
EMP::EMP00309,91-180d,144,27,457.2027027027027,0.1875
EMP::EMP00309,181-365d,608,117,458.7209677419355,0.1924342105263158
EMP::EMP00309,365d+,1786,370,439.04945054945057,0.20716685330347145
EMP::EMP00310,31-90d,21,4,439.3636363636364,0.19047619047619047
EMP::EMP00310,91-180d,68,13,450.768115942029,0.19117647058823528
EMP::EMP00310,181-365d,251,57,459.61811023622045,0.22709163346613545
EMP::EMP00310,365d+,934,173,452.5987328405491,0.18522483940042828
EMP::EMP00311,31-90d,43,13,436.84090909090907,0.3023255813953488
EMP::EMP00311,91-180d,237,50,444.8677685950413,0.2109704641350211
EMP::EMP00311,181-365d,566,109,441.67247386759584,0.19257950530035337
EMP::EMP00311,365d+,1522,293,440.61925199264255,0.19250985545335086
EMP::EMP00312,91-180d,37,8,491.42105263157896,0.21621621621621623
EMP::EMP00312,181-365d,498,100,461.68110236220474,0.20080321285140562
EMP::EMP00312,365d+,2199,409,448.86648745519716,0.18599363346975897
EMP::EMP00313,91-180d,153,14,452.4193548387097,0.0915032679738562
EMP::EMP00313,181-365d,802,154,455.0924784217016,0.19201995012468828
EMP::EMP00313,365d+,1350,271,451.84160583941605,0.20074074074074075
EMP::EMP00314,31-90d,14,2,508.5,0.14285714285714285
EMP::EMP00314,91-180d,99,23,484.1764705882353,0.23232323232323232
EMP::EMP00314,181-365d,358,62,444.4848484848485,0.17318435754189945
EMP::EMP00314,365d+,1687,330,452.4933793897524,0.1956135151155898
EMP::EMP00315,31-90d,30,6,420.43333333333334,0.2
EMP::EMP00315,91-180d,133,23,453.24444444444447,0.17293233082706766
EMP::EMP00315,181-365d,457,90,465.44347826086954,0.19693654266958424
EMP::EMP00315,365d+,1871,357,443.6022128556375,0.190807055050775
EMP::EMP00316,31-90d,23,7,463.2173913043478,0.30434782608695654
EMP::EMP00316,91-180d,85,22,430.2,0.25882352941176473
EMP::EMP00316,181-365d,329,73,445.4672619047619,0.22188449848024316
EMP::EMP00316,365d+,1569,295,449.3318611987382,0.1880178457616316
EMP::EMP00317,31-90d,46,7,374.2291666666667,0.15217391304347827
EMP::EMP00317,91-180d,172,32,444.04571428571427,0.18604651162790697
EMP::EMP00317,181-365d,402,84,444.55853658536586,0.208955223880597
EMP::EMP00317,365d+,1617,332,456.5905224787363,0.20531849103277675
EMP::EMP00318,91-180d,64,12,437.515625,0.1875
EMP::EMP00318,181-365d,563,121,442.83216783216784,0.21492007104795738
EMP::EMP00318,365d+,1326,274,453.6433358153388,0.2066365007541478
EMP::EMP00319,31-90d,23,4,471.3478260869565,0.17391304347826086
EMP::EMP00319,91-180d,85,14,447.45348837209303,0.16470588235294117
EMP::EMP00319,181-365d,293,49,437.5466666666667,0.16723549488054607
EMP::EMP00319,365d+,1339,279,454.1889705882353,0.2083644510828977
EMP::EMP00320,31-90d,39,8,439.8974358974359,0.20512820512820512
EMP::EMP00320,91-180d,227,42,426.85589519650654,0.18502202643171806
EMP::EMP00320,181-365d,477,88,447.7210743801653,0.18448637316561844
EMP::EMP00320,365d+,1705,320,445.00057803468206,0.187683284457478
EMP::EMP00321,31-90d,52,12,455.2641509433962,0.23076923076923078
EMP::EMP00321,91-180d,259,56,474.48659003831415,0.21621621621621623
EMP::EMP00321,181-365d,528,106,454.4411214953271,0.20075757575757575
EMP::EMP00321,365d+,1577,317,447.188125,0.2010145846544071
EMP::EMP00322,31-90d,40,8,444.25,0.2
EMP::EMP00322,91-180d,156,28,425.88271604938274,0.1794871794871795
EMP::EMP00322,181-365d,482,101,442.54303278688525,0.2095435684647303
EMP::EMP00322,365d+,1287,291,449.5685823754789,0.2261072261072261
EMP::EMP00323,91-180d,28,10,472.39285714285717,0.35714285714285715
EMP::EMP00323,181-365d,358,58,460.62191780821917,0.16201117318435754
EMP::EMP00323,365d+,1555,320,454.69359664871337,0.2057877813504823
EMP::EMP00324,31-90d,21,4,480.54545454545456,0.19047619047619047
EMP::EMP00324,91-180d,123,26,468.08,0.21138211382113822
EMP::EMP00324,181-365d,423,81,453.5429234338747,0.19148936170212766
EMP::EMP00324,365d+,1736,350,454.20147559591373,0.20161290322580644
EMP::EMP00325,31-90d,46,10,419.7708333333333,0.21739130434782608
EMP::EMP00325,91-180d,126,28,403.3333333333333,0.2222222222222222
EMP::EMP00325,181-365d,480,95,441.49795081967216,0.19791666666666666
EMP::EMP00325,365d+,1586,312,457.6265586034913,0.19672131147540983
EMP::EMP00326,31-90d,21,5,431.76190476190476,0.23809523809523808
EMP::EMP00326,91-180d,136,23,465.53956834532374,0.16911764705882354
EMP::EMP00326,181-365d,599,116,450.81953642384104,0.19365609348914858
EMP::EMP00326,365d+,1947,417,443.0724050632911,0.21417565485362094
EMP::EMP00327,91-180d,138,29,456.3049645390071,0.21014492753623187
EMP::EMP00327,181-365d,603,118,462.178125,0.1956882255389718
EMP::EMP00327,365d+,1724,348,451.34963047185903,0.20185614849187936
EMP::EMP00328,31-90d,36,8,425.77777777777777,0.2222222222222222
EMP::EMP00328,91-180d,205,51,428.7368421052632,0.24878048780487805
EMP::EMP00328,181-365d,659,127,453.29774436090224,0.19271623672230653
EMP::EMP00328,365d+,1205,249,445.3165174938975,0.20663900414937758
EMP::EMP00329,31-90d,30,10,488.8709677419355,0.3333333333333333
EMP::EMP00329,91-180d,168,28,444.5917159763314,0.16666666666666666
EMP::EMP00329,181-365d,589,132,442.6525974025974,0.22410865874363328
EMP::EMP00329,365d+,1572,334,447.5446540880503,0.21246819338422393
EMP::EMP00330,31-90d,16,3,508.94117647058823,0.1875
EMP::EMP00330,91-180d,192,30,448.4923076923077,0.15625
EMP::EMP00330,181-365d,667,119,444.7815750371471,0.17841079460269865
EMP::EMP00330,365d+,1043,209,451.8051087984863,0.20038350910834132
EMP::EMP00331,31-90d,44,4,457.0681818181818,0.09090909090909091
EMP::EMP00331,91-180d,104,18,443.1730769230769,0.17307692307692307
EMP::EMP00331,181-365d,586,116,447.8855218855219,0.19795221843003413
EMP::EMP00331,365d+,1502,307,448.8194898626553,0.20439414114513982
EMP::EMP00332,31-90d,26,4,389.5769230769231,0.15384615384615385
EMP::EMP00332,91-180d,192,47,457.3730569948186,0.24479166666666666
EMP::EMP00332,181-365d,615,123,451.54647435897436,0.2
EMP::EMP00332,365d+,1189,242,451.94093178036604,0.20353238015138772
EMP::EMP00333,91-180d,53,12,477.52830188679246,0.22641509433962265
EMP::EMP00333,181-365d,353,60,453.1848739495798,0.16997167138810199
EMP::EMP00333,365d+,1466,279,459.18151147098513,0.1903137789904502
EMP::EMP00334,91-180d,40,9,488.475,0.225
EMP::EMP00334,181-365d,435,83,469.0158013544018,0.19080459770114944
EMP::EMP00334,365d+,1233,214,448.8649080735412,0.1735604217356042
EMP::EMP00335,31-90d,28,3,508.64285714285717,0.10714285714285714
EMP::EMP00335,91-180d,234,39,433.84453781512605,0.16666666666666666
EMP::EMP00335,181-365d,506,110,462.255859375,0.21739130434782608
EMP::EMP00335,365d+,2070,433,451.3753399818676,0.20917874396135266
EMP::EMP00336,31-90d,17,7,394.05882352941177,0.4117647058823529
EMP::EMP00336,91-180d,137,29,472.6449275362319,0.2116788321167883
EMP::EMP00336,181-365d,605,104,453.6123778501629,0.171900826446281
EMP::EMP00336,365d+,1684,336,454.8992384299941,0.1995249406175772
EMP::EMP00337,31-90d,21,9,469.23809523809524,0.42857142857142855
EMP::EMP00337,91-180d,59,13,445.1525423728813,0.22033898305084745
EMP::EMP00337,181-365d,525,105,441.0487804878049,0.2
EMP::EMP00337,365d+,1902,402,453.72770398481975,0.2113564668769716
EMP::EMP00338,91-180d,38,5,442.64102564102564,0.13157894736842105
EMP::EMP00338,181-365d,408,109,475.34957627118644,0.26715686274509803
EMP::EMP00338,365d+,1869,375,450.8098480880042,0.20064205457463885
EMP::EMP00339,31-90d,49,12,453.72,0.24489795918367346
EMP::EMP00339,91-180d,219,48,441.5090909090909,0.2191780821917808
EMP::EMP00339,181-365d,905,183,455.1514161220044,0.2022099447513812
EMP::EMP00339,365d+,2034,432,446.8205625606208,0.21238938053097345
EMP::EMP00340,31-90d,87,19,455.3333333333333,0.21839080459770116
EMP::EMP00340,91-180d,271,63,462.44,0.23247232472324722
EMP::EMP00340,181-365d,979,170,456.12248995983936,0.17364657814096016
EMP::EMP00340,365d+,2029,417,451.80252304706454,0.2055199605717102
EMP::EMP00341,31-90d,6,0,628.6666666666666,0.0
EMP::EMP00341,91-180d,109,28,433.76106194690266,0.25688073394495414
EMP::EMP00341,181-365d,719,152,442.4788540245566,0.2114047287899861
EMP::EMP00341,365d+,1726,362,443.4673913043478,0.20973348783314022
EMP::EMP00342,31-90d,32,7,383.71875,0.21875
EMP::EMP00342,91-180d,165,28,447.9820359281437,0.1696969696969697
EMP::EMP00342,181-365d,497,88,456.96222664015903,0.17706237424547283
EMP::EMP00342,365d+,1574,342,450.1186440677966,0.21728081321473952
EMP::EMP00343,31-90d,42,8,470.8095238095238,0.19047619047619047
EMP::EMP00343,91-180d,117,22,404.1512605042017,0.18803418803418803
EMP::EMP00343,181-365d,795,150,455.7164179104478,0.18867924528301888
EMP::EMP00343,365d+,2197,409,450.1746315319339,0.18616294947655895
EMP::EMP00344,31-90d,25,3,418.34615384615387,0.12
EMP::EMP00344,91-180d,178,29,435.9782608695652,0.16292134831460675
EMP::EMP00344,181-365d,563,120,439.4235500878735,0.21314387211367672
EMP::EMP00344,365d+,1208,261,439.3545751633987,0.21605960264900662
EMP::EMP00345,31-90d,10,1,659.6,0.1
