raw_borrower_id,canonical_borrower_id,resolution_method,resolution_confidence,account_count
BRW0000319,BRW::BRW0000319,stable_borrower_id,HIGH,2.0
BRW0004027,BRW::BRW0004027,stable_borrower_id,HIGH,4.0
BRW0008922,BRW::BRW0008922,stable_borrower_id,HIGH,3.0
BRW0001813,BRW::BRW0001813,stable_borrower_id,HIGH,3.0
BRW0010226,BRW::BRW0010226,stable_borrower_id,HIGH,2.0
BRW0002874,BRW::BRW0002874,stable_borrower_id,HIGH,
BRW0005958,BRW::BRW0005958,stable_borrower_id,HIGH,2.0
BRW0002437,BRW::BRW0002437,stable_borrower_id,HIGH,2.0
BRW0005590,BRW::BRW0005590,stable_borrower_id,HIGH,3.0
BRW0005427,BRW::BRW0005427,stable_borrower_id,HIGH,1.0
BRW0000066,BRW::BRW0000066,stable_borrower_id,HIGH,1.0
BRW0006814,BRW::BRW0006814,stable_borrower_id,HIGH,3.0
BRW0009440,BRW::BRW0009440,stable_borrower_id,HIGH,1.0
BRW0011236,BRW::BRW0011236,stable_borrower_id,HIGH,2.0
BRW0003969,BRW::BRW0003969,stable_borrower_id,HIGH,4.0
BRW0010568,BRW::BRW0010568,stable_borrower_id,HIGH,1.0
BRW0010546,BRW::BRW0010546,stable_borrower_id,HIGH,2.0
BRW0011861,BRW::BRW0011861,stable_borrower_id,HIGH,3.0
BRW0004477,BRW::BRW0004477,stable_borrower_id,HIGH,3.0
BRW0010211,BRW::BRW0010211,stable_borrower_id,HIGH,5.0
BRW0006781,BRW::BRW0006781,stable_borrower_id,HIGH,3.0
BRW0000700,BRW::BRW0000700,stable_borrower_id,HIGH,1.0
BRW0003245,BRW::BRW0003245,stable_borrower_id,HIGH,
BRW0008065,BRW::BRW0008065,stable_borrower_id,HIGH,2.0
BRW0001928,BRW::BRW0001928,stable_borrower_id,HIGH,3.0
BRW0005217,BRW::BRW0005217,stable_borrower_id,HIGH,1.0
BRW0009299,BRW::BRW0009299,stable_borrower_id,HIGH,1.0
BRW0001798,BRW::BRW0001798,stable_borrower_id,HIGH,3.0
BRW0005960,BRW::BRW0005960,stable_borrower_id,HIGH,3.0
BRW0002579,BRW::BRW0002579,stable_borrower_id,HIGH,2.0
BRW0006438,BRW::BRW0006438,stable_borrower_id,HIGH,
BRW0002889,BRW::BRW0002889,stable_borrower_id,HIGH,1.0
BRW0011585,BRW::BRW0011585,stable_borrower_id,HIGH,2.0
BRW0000921,BRW::BRW0000921,stable_borrower_id,HIGH,3.0
BRW0011563,BRW::BRW0011563,stable_borrower_id,HIGH,3.0
BRW0009503,BRW::BRW0009503,stable_borrower_id,HIGH,
BRW0010268,BRW::BRW0010268,stable_borrower_id,HIGH,4.0
BRW0010219,BRW::BRW0010219,stable_borrower_id,HIGH,
BRW0002252,BRW::BRW0002252,stable_borrower_id,HIGH,
BRW0011174,BRW::BRW0011174,stable_borrower_id,HIGH,2.0
BRW0007132,BRW::BRW0007132,stable_borrower_id,HIGH,2.0
BRW0011546,BRW::BRW0011546,stable_borrower_id,HIGH,2.0
BRW0010538,BRW::BRW0010538,stable_borrower_id,HIGH,2.0
BRW0006956,BRW::BRW0006956,stable_borrower_id,HIGH,4.0
BRW0004494,BRW::BRW0004494,stable_borrower_id,HIGH,1.0
BRW0001408,BRW::BRW0001408,stable_borrower_id,HIGH,2.0
BRW0001214,BRW::BRW0001214,stable_borrower_id,HIGH,2.0
BRW0004677,BRW::BRW0004677,stable_borrower_id,HIGH,4.0
BRW0009732,BRW::BRW0009732,stable_borrower_id,HIGH,4.0
BRW0006065,BRW::BRW0006065,stable_borrower_id,HIGH,4.0
BRW0005782,BRW::BRW0005782,stable_borrower_id,HIGH,4.0
BRW0002934,BRW::BRW0002934,stable_borrower_id,HIGH,
BRW0006773,BRW::BRW0006773,stable_borrower_id,HIGH,7.0
BRW0007657,BRW::BRW0007657,stable_borrower_id,HIGH,4.0
BRW0011786,BRW::BRW0011786,stable_borrower_id,HIGH,
BRW0008754,BRW::BRW0008754,stable_borrower_id,HIGH,2.0
BRW0007287,BRW::BRW0007287,stable_borrower_id,HIGH,2.0
BRW0010921,BRW::BRW0010921,stable_borrower_id,HIGH,
BRW0005100,BRW::BRW0005100,stable_borrower_id,HIGH,3.0
BRW0011220,BRW::BRW0011220,stable_borrower_id,HIGH,3.0
BRW0004440,BRW::BRW0004440,stable_borrower_id,HIGH,3.0
BRW0001534,BRW::BRW0001534,stable_borrower_id,HIGH,3.0
BRW0005012,BRW::BRW0005012,stable_borrower_id,HIGH,
BRW0001546,BRW::BRW0001546,stable_borrower_id,HIGH,1.0
BRW0001421,BRW::BRW0001421,stable_borrower_id,HIGH,2.0
BRW0010575,BRW::BRW0010575,stable_borrower_id,HIGH,1.0
BRW0009538,BRW::BRW0009538,stable_borrower_id,HIGH,5.0
BRW0002655,BRW::BRW0002655,stable_borrower_id,HIGH,2.0
BRW0010053,BRW::BRW0010053,stable_borrower_id,HIGH,2.0
BRW0000827,BRW::BRW0000827,stable_borrower_id,HIGH,3.0
BRW0003413,BRW::BRW0003413,stable_borrower_id,HIGH,5.0
BRW0008474,BRW::BRW0008474,stable_borrower_id,HIGH,3.0
BRW0003646,BRW::BRW0003646,stable_borrower_id,HIGH,4.0
BRW0008767,BRW::BRW0008767,stable_borrower_id,HIGH,3.0
BRW0010493,BRW::BRW0010493,stable_borrower_id,HIGH,3.0
BRW0000793,BRW::BRW0000793,stable_borrower_id,HIGH,1.0
BRW0000288,BRW::BRW0000288,stable_borrower_id,HIGH,3.0
BRW0011281,BRW::BRW0011281,stable_borrower_id,HIGH,1.0
BRW0006246,BRW::BRW0006246,stable_borrower_id,HIGH,4.0
BRW0006078,BRW::BRW0006078,stable_borrower_id,HIGH,3.0
BRW0005565,BRW::BRW0005565,stable_borrower_id,HIGH,2.0
BRW0005204,BRW::BRW0005204,stable_borrower_id,HIGH,6.0
BRW0008282,BRW::BRW0008282,stable_borrower_id,HIGH,2.0
BRW0006957,BRW::BRW0006957,stable_borrower_id,HIGH,1.0
BRW0001961,BRW::BRW0001961,stable_borrower_id,HIGH,1.0
BRW0007520,BRW::BRW0007520,stable_borrower_id,HIGH,3.0
BRW0008020,BRW::BRW0008020,stable_borrower_id,HIGH,6.0
BRW0001364,BRW::BRW0001364,stable_borrower_id,HIGH,3.0
BRW0004521,BRW::BRW0004521,stable_borrower_id,HIGH,2.0
BRW0009487,BRW::BRW0009487,stable_borrower_id,HIGH,2.0
BRW0007425,BRW::BRW0007425,stable_borrower_id,HIGH,5.0
BRW0001637,BRW::BRW0001637,stable_borrower_id,HIGH,
BRW0000482,BRW::BRW0000482,stable_borrower_id,HIGH,3.0
BRW0006975,BRW::BRW0006975,stable_borrower_id,HIGH,4.0
BRW0005541,BRW::BRW0005541,stable_borrower_id,HIGH,1.0
BRW0011533,BRW::BRW0011533,stable_borrower_id,HIGH,5.0
BRW0006268,BRW::BRW0006268,stable_borrower_id,HIGH,1.0
BRW0011178,BRW::BRW0011178,stable_borrower_id,HIGH,3.0
BRW0002572,BRW::BRW0002572,stable_borrower_id,HIGH,4.0
BRW0005369,BRW::BRW0005369,stable_borrower_id,HIGH,3.0
BRW0001676,BRW::BRW0001676,stable_borrower_id,HIGH,1.0
BRW0006891,BRW::BRW0006891,stable_borrower_id,HIGH,1.0
BRW0002262,BRW::BRW0002262,stable_borrower_id,HIGH,1.0
BRW0005908,BRW::BRW0005908,stable_borrower_id,HIGH,2.0
BRW0004130,BRW::BRW0004130,stable_borrower_id,HIGH,
BRW0002229,BRW::BRW0002229,stable_borrower_id,HIGH,1.0
BRW0001162,BRW::BRW0001162,stable_borrower_id,HIGH,2.0
BRW0006145,BRW::BRW0006145,stable_borrower_id,HIGH,3.0
BRW0011368,BRW::BRW0011368,stable_borrower_id,HIGH,2.0
BRW0002385,BRW::BRW0002385,stable_borrower_id,HIGH,1.0
BRW0004860,BRW::BRW0004860,stable_borrower_id,HIGH,2.0
BRW0002696,BRW::BRW0002696,stable_borrower_id,HIGH,1.0
BRW0009708,BRW::BRW0009708,stable_borrower_id,HIGH,2.0
BRW0004979,BRW::BRW0004979,stable_borrower_id,HIGH,2.0
BRW0011694,BRW::BRW0011694,stable_borrower_id,HIGH,1.0
BRW0002943,BRW::BRW0002943,stable_borrower_id,HIGH,2.0
BRW0000969,BRW::BRW0000969,stable_borrower_id,HIGH,4.0
BRW0006991,BRW::BRW0006991,stable_borrower_id,HIGH,3.0
BRW0007821,BRW::BRW0007821,stable_borrower_id,HIGH,3.0
BRW0011889,BRW::BRW0011889,stable_borrower_id,HIGH,3.0
BRW0010457,BRW::BRW0010457,stable_borrower_id,HIGH,2.0
BRW0010611,BRW::BRW0010611,stable_borrower_id,HIGH,4.0
BRW0007611,BRW::BRW0007611,stable_borrower_id,HIGH,2.0
BRW0004318,BRW::BRW0004318,stable_borrower_id,HIGH,3.0
BRW0005149,BRW::BRW0005149,stable_borrower_id,HIGH,3.0
BRW0001605,BRW::BRW0001605,stable_borrower_id,HIGH,2.0
BRW0005173,BRW::BRW0005173,stable_borrower_id,HIGH,
BRW0004374,BRW::BRW0004374,stable_borrower_id,HIGH,2.0
BRW0000431,BRW::BRW0000431,stable_borrower_id,HIGH,2.0
BRW0002454,BRW::BRW0002454,stable_borrower_id,HIGH,2.0
BRW0006416,BRW::BRW0006416,stable_borrower_id,HIGH,2.0
BRW0004433,BRW::BRW0004433,stable_borrower_id,HIGH,2.0
BRW0011923,BRW::BRW0011923,stable_borrower_id,HIGH,2.0
BRW0005743,BRW::BRW0005743,stable_borrower_id,HIGH,1.0
BRW0011505,BRW::BRW0011505,stable_borrower_id,HIGH,3.0
BRW0007929,BRW::BRW0007929,stable_borrower_id,HIGH,2.0
BRW0000485,BRW::BRW0000485,stable_borrower_id,HIGH,3.0
BRW0002442,BRW::BRW0002442,stable_borrower_id,HIGH,2.0
BRW0008470,BRW::BRW0008470,stable_borrower_id,HIGH,3.0
BRW0006542,BRW::BRW0006542,stable_borrower_id,HIGH,2.0
BRW0003622,BRW::BRW0003622,stable_borrower_id,HIGH,1.0
BRW0006266,BRW::BRW0006266,stable_borrower_id,HIGH,4.0
BRW0010836,BRW::BRW0010836,stable_borrower_id,HIGH,2.0
BRW0004665,BRW::BRW0004665,stable_borrower_id,HIGH,
BRW0000542,BRW::BRW0000542,stable_borrower_id,HIGH,3.0
BRW0003732,BRW::BRW0003732,stable_borrower_id,HIGH,3.0
BRW0011231,BRW::BRW0011231,stable_borrower_id,HIGH,3.0
BRW0009142,BRW::BRW0009142,stable_borrower_id,HIGH,1.0
BRW0010050,BRW::BRW0010050,stable_borrower_id,HIGH,2.0
BRW0010940,BRW::BRW0010940,stable_borrower_id,HIGH,3.0
BRW0001411,BRW::BRW0001411,stable_borrower_id,HIGH,5.0
BRW0003393,BRW::BRW0003393,stable_borrower_id,HIGH,2.0
BRW0000718,BRW::BRW0000718,stable_borrower_id,HIGH,2.0
BRW0000057,BRW::BRW0000057,stable_borrower_id,HIGH,3.0
BRW0010017,BRW::BRW0010017,stable_borrower_id,HIGH,2.0
BRW0011244,BRW::BRW0011244,stable_borrower_id,HIGH,2.0
BRW0001870,BRW::BRW0001870,stable_borrower_id,HIGH,7.0
BRW0008667,BRW::BRW0008667,stable_borrower_id,HIGH,1.0
BRW0006419,BRW::BRW0006419,stable_borrower_id,HIGH,1.0
BRW0000831,BRW::BRW0000831,stable_borrower_id,HIGH,1.0
BRW0010989,BRW::BRW0010989,stable_borrower_id,HIGH,2.0
BRW0010455,BRW::BRW0010455,stable_borrower_id,HIGH,1.0
BRW0006810,BRW::BRW0006810,stable_borrower_id,HIGH,3.0
BRW0008495,BRW::BRW0008495,stable_borrower_id,HIGH,4.0
BRW0004767,BRW::BRW0004767,stable_borrower_id,HIGH,2.0
BRW0009515,BRW::BRW0009515,stable_borrower_id,HIGH,1.0
BRW0005341,BRW::BRW0005341,stable_borrower_id,HIGH,4.0
BRW0011871,BRW::BRW0011871,stable_borrower_id,HIGH,1.0
BRW0000758,BRW::BRW0000758,stable_borrower_id,HIGH,2.0
BRW0002066,BRW::BRW0002066,stable_borrower_id,HIGH,
BRW0011626,BRW::BRW0011626,stable_borrower_id,HIGH,1.0
BRW0003466,BRW::BRW0003466,stable_borrower_id,HIGH,5.0
BRW0003728,BRW::BRW0003728,stable_borrower_id,HIGH,5.0
BRW0009496,BRW::BRW0009496,stable_borrower_id,HIGH,2.0
BRW0002273,BRW::BRW0002273,stable_borrower_id,HIGH,4.0
BRW0006163,BRW::BRW0006163,stable_borrower_id,HIGH,1.0
BRW0003433,BRW::BRW0003433,stable_borrower_id,HIGH,2.0
BRW0002376,BRW::BRW0002376,stable_borrower_id,HIGH,3.0
BRW0011573,BRW::BRW0011573,stable_borrower_id,HIGH,3.0
BRW0002399,BRW::BRW0002399,stable_borrower_id,HIGH,5.0
BRW0001132,BRW::BRW0001132,stable_borrower_id,HIGH,6.0
BRW0008088,BRW::BRW0008088,stable_borrower_id,HIGH,1.0
BRW0010408,BRW::BRW0010408,stable_borrower_id,HIGH,4.0
BRW0001530,BRW::BRW0001530,stable_borrower_id,HIGH,3.0
BRW0008495,BRW::BRW0008495,stable_borrower_id,HIGH,4.0
BRW0006490,BRW::BRW0006490,stable_borrower_id,HIGH,2.0
BRW0009961,BRW::BRW0009961,stable_borrower_id,HIGH,5.0
BRW0001524,BRW::BRW0001524,stable_borrower_id,HIGH,
BRW0011711,BRW::BRW0011711,stable_borrower_id,HIGH,4.0
BRW0007430,BRW::BRW0007430,stable_borrower_id,HIGH,4.0
BRW0010106,BRW::BRW0010106,stable_borrower_id,HIGH,2.0
BRW0004344,BRW::BRW0004344,stable_borrower_id,HIGH,
BRW0011321,BRW::BRW0011321,stable_borrower_id,HIGH,8.0
BRW0007517,BRW::BRW0007517,stable_borrower_id,HIGH,2.0
BRW0001524,BRW::BRW0001524,stable_borrower_id,HIGH,
BRW0011075,BRW::BRW0011075,stable_borrower_id,HIGH,3.0
BRW0009550,BRW::BRW0009550,stable_borrower_id,HIGH,3.0
BRW0003603,BRW::BRW0003603,stable_borrower_id,HIGH,3.0
BRW0006549,BRW::BRW0006549,stable_borrower_id,HIGH,2.0
BRW0004657,BRW::BRW0004657,stable_borrower_id,HIGH,3.0
BRW0006522,BRW::BRW0006522,stable_borrower_id,HIGH,4.0
BRW0011585,BRW::BRW0011585,stable_borrower_id,HIGH,2.0
BRW0010788,BRW::BRW0010788,stable_borrower_id,HIGH,2.0
BRW0002587,BRW::BRW0002587,stable_borrower_id,HIGH,3.0
BRW0011662,BRW::BRW0011662,stable_borrower_id,HIGH,2.0
BRW0005256,BRW::BRW0005256,stable_borrower_id,HIGH,3.0
BRW0008459,BRW::BRW0008459,stable_borrower_id,HIGH,4.0
BRW0009171,BRW::BRW0009171,stable_borrower_id,HIGH,3.0
BRW0005796,BRW::BRW0005796,stable_borrower_id,HIGH,3.0
BRW0005480,BRW::BRW0005480,stable_borrower_id,HIGH,1.0
BRW0005477,BRW::BRW0005477,stable_borrower_id,HIGH,2.0
BRW0010351,BRW::BRW0010351,stable_borrower_id,HIGH,3.0
BRW0004637,BRW::BRW0004637,stable_borrower_id,HIGH,2.0
BRW0003360,BRW::BRW0003360,stable_borrower_id,HIGH,2.0
BRW0004340,BRW::BRW0004340,stable_borrower_id,HIGH,4.0
BRW0002339,BRW::BRW0002339,stable_borrower_id,HIGH,3.0
BRW0004699,BRW::BRW0004699,stable_borrower_id,HIGH,6.0
BRW0001369,BRW::BRW0001369,stable_borrower_id,HIGH,3.0
BRW0001078,BRW::BRW0001078,stable_borrower_id,HIGH,
BRW0008687,BRW::BRW0008687,stable_borrower_id,HIGH,
BRW0000930,BRW::BRW0000930,stable_borrower_id,HIGH,1.0
BRW0006819,BRW::BRW0006819,stable_borrower_id,HIGH,2.0
BRW0009359,BRW::BRW0009359,stable_borrower_id,HIGH,
BRW0008694,BRW::BRW0008694,stable_borrower_id,HIGH,2.0
BRW0005353,BRW::BRW0005353,stable_borrower_id,HIGH,4.0
BRW0002324,BRW::BRW0002324,stable_borrower_id,HIGH,2.0
BRW0011169,BRW::BRW0011169,stable_borrower_id,HIGH,
BRW0010022,BRW::BRW0010022,stable_borrower_id,HIGH,4.0
BRW0007347,BRW::BRW0007347,stable_borrower_id,HIGH,3.0
BRW0001042,BRW::BRW0001042,stable_borrower_id,HIGH,1.0
BRW0000423,BRW::BRW0000423,stable_borrower_id,HIGH,3.0
BRW0003783,BRW::BRW0003783,stable_borrower_id,HIGH,2.0
BRW0001891,BRW::BRW0001891,stable_borrower_id,HIGH,
BRW0010325,BRW::BRW0010325,stable_borrower_id,HIGH,3.0
BRW0002470,BRW::BRW0002470,stable_borrower_id,HIGH,2.0
BRW0003392,BRW::BRW0003392,stable_borrower_id,HIGH,2.0
BRW0011709,BRW::BRW0011709,stable_borrower_id,HIGH,3.0
BRW0009820,BRW::BRW0009820,stable_borrower_id,HIGH,1.0
BRW0002625,BRW::BRW0002625,stable_borrower_id,HIGH,3.0
BRW0004603,BRW::BRW0004603,stable_borrower_id,HIGH,4.0
BRW0006190,BRW::BRW0006190,stable_borrower_id,HIGH,4.0
BRW0007972,BRW::BRW0007972,stable_borrower_id,HIGH,3.0
BRW0011235,BRW::BRW0011235,stable_borrower_id,HIGH,1.0
BRW0010454,BRW::BRW0010454,stable_borrower_id,HIGH,2.0
BRW0011727,BRW::BRW0011727,stable_borrower_id,HIGH,2.0
BRW0000488,BRW::BRW0000488,stable_borrower_id,HIGH,1.0
BRW0002837,BRW::BRW0002837,stable_borrower_id,HIGH,2.0
BRW0006757,BRW::BRW0006757,stable_borrower_id,HIGH,3.0
BRW0000590,BRW::BRW0000590,stable_borrower_id,HIGH,3.0
BRW0004265,BRW::BRW0004265,stable_borrower_id,HIGH,
BRW0001844,BRW::BRW0001844,stable_borrower_id,HIGH,4.0
BRW0011196,BRW::BRW0011196,stable_borrower_id,HIGH,1.0
BRW0000760,BRW::BRW0000760,stable_borrower_id,HIGH,1.0
BRW0001781,BRW::BRW0001781,stable_borrower_id,HIGH,3.0
BRW0002342,BRW::BRW0002342,stable_borrower_id,HIGH,2.0
BRW0001784,BRW::BRW0001784,stable_borrower_id,HIGH,2.0
BRW0006823,BRW::BRW0006823,stable_borrower_id,HIGH,4.0
BRW0004373,BRW::BRW0004373,stable_borrower_id,HIGH,3.0
BRW0010950,BRW::BRW0010950,stable_borrower_id,HIGH,1.0
BRW0003130,BRW::BRW0003130,stable_borrower_id,HIGH,5.0
BRW0006447,BRW::BRW0006447,stable_borrower_id,HIGH,4.0
BRW0007922,BRW::BRW0007922,stable_borrower_id,HIGH,9.0
BRW0007512,BRW::BRW0007512,stable_borrower_id,HIGH,2.0
BRW0009557,BRW::BRW0009557,stable_borrower_id,HIGH,3.0
BRW0002423,BRW::BRW0002423,stable_borrower_id,HIGH,5.0
BRW0006090,BRW::BRW0006090,stable_borrower_id,HIGH,1.0
BRW0009608,BRW::BRW0009608,stable_borrower_id,HIGH,1.0
BRW0010357,BRW::BRW0010357,stable_borrower_id,HIGH,4.0
BRW0007414,BRW::BRW0007414,stable_borrower_id,HIGH,4.0
BRW0007823,BRW::BRW0007823,stable_borrower_id,HIGH,4.0
BRW0010370,BRW::BRW0010370,stable_borrower_id,HIGH,4.0
BRW0007499,BRW::BRW0007499,stable_borrower_id,HIGH,4.0
BRW0011387,BRW::BRW0011387,stable_borrower_id,HIGH,2.0
BRW0001532,BRW::BRW0001532,stable_borrower_id,HIGH,1.0
BRW0004175,BRW::BRW0004175,stable_borrower_id,HIGH,3.0
BRW0001347,BRW::BRW0001347,stable_borrower_id,HIGH,1.0
BRW0001087,BRW::BRW0001087,stable_borrower_id,HIGH,4.0
BRW0005664,BRW::BRW0005664,stable_borrower_id,HIGH,1.0
BRW0002712,BRW::BRW0002712,stable_borrower_id,HIGH,7.0
BRW0004886,BRW::BRW0004886,stable_borrower_id,HIGH,3.0
BRW0005255,BRW::BRW0005255,stable_borrower_id,HIGH,2.0
BRW0007452,BRW::BRW0007452,stable_borrower_id,HIGH,1.0
BRW0011349,BRW::BRW0011349,stable_borrower_id,HIGH,1.0
BRW0010193,BRW::BRW0010193,stable_borrower_id,HIGH,
BRW0004540,BRW::BRW0004540,stable_borrower_id,HIGH,3.0
BRW0003908,BRW::BRW0003908,stable_borrower_id,HIGH,3.0
BRW0009250,BRW::BRW0009250,stable_borrower_id,HIGH,3.0
BRW0001484,BRW::BRW0001484,stable_borrower_id,HIGH,2.0
BRW0006486,BRW::BRW0006486,stable_borrower_id,HIGH,5.0
BRW0005077,BRW::BRW0005077,stable_borrower_id,HIGH,5.0
BRW0002194,BRW::BRW0002194,stable_borrower_id,HIGH,1.0
BRW0007398,BRW::BRW0007398,stable_borrower_id,HIGH,2.0
BRW0003849,BRW::BRW0003849,stable_borrower_id,HIGH,3.0
BRW0002228,BRW::BRW0002228,stable_borrower_id,HIGH,4.0
BRW0007839,BRW::BRW0007839,stable_borrower_id,HIGH,1.0
BRW0002091,BRW::BRW0002091,stable_borrower_id,HIGH,1.0
BRW0008075,BRW::BRW0008075,stable_borrower_id,HIGH,1.0
BRW0001946,BRW::BRW0001946,stable_borrower_id,HIGH,1.0
BRW0005218,BRW::BRW0005218,stable_borrower_id,HIGH,6.0
BRW0009696,BRW::BRW0009696,stable_borrower_id,HIGH,6.0
BRW0002744,BRW::BRW0002744,stable_borrower_id,HIGH,
BRW0009212,BRW::BRW0009212,stable_borrower_id,HIGH,3.0
BRW0008663,BRW::BRW0008663,stable_borrower_id,HIGH,3.0
BRW0010832,BRW::BRW0010832,stable_borrower_id,HIGH,
BRW0002027,BRW::BRW0002027,stable_borrower_id,HIGH,
BRW0008582,BRW::BRW0008582,stable_borrower_id,HIGH,6.0
BRW0011241,BRW::BRW0011241,stable_borrower_id,HIGH,1.0
BRW0009157,BRW::BRW0009157,stable_borrower_id,HIGH,4.0
BRW0002255,BRW::BRW0002255,stable_borrower_id,HIGH,1.0
BRW0009866,BRW::BRW0009866,stable_borrower_id,HIGH,2.0
BRW0001288,BRW::BRW0001288,stable_borrower_id,HIGH,4.0
BRW0007067,BRW::BRW0007067,stable_borrower_id,HIGH,1.0
BRW0005972,BRW::BRW0005972,stable_borrower_id,HIGH,3.0
BRW0006373,BRW::BRW0006373,stable_borrower_id,HIGH,
BRW0006235,BRW::BRW0006235,stable_borrower_id,HIGH,
BRW0000378,BRW::BRW0000378,stable_borrower_id,HIGH,2.0
BRW0006099,BRW::BRW0006099,stable_borrower_id,HIGH,3.0
BRW0011241,BRW::BRW0011241,stable_borrower_id,HIGH,1.0
BRW0005241,BRW::BRW0005241,stable_borrower_id,HIGH,5.0
BRW0003323,BRW::BRW0003323,stable_borrower_id,HIGH,3.0
BRW0011938,BRW::BRW0011938,stable_borrower_id,HIGH,2.0
BRW0001188,BRW::BRW0001188,stable_borrower_id,HIGH,4.0
BRW0005836,BRW::BRW0005836,stable_borrower_id,HIGH,1.0
BRW0006152,BRW::BRW0006152,stable_borrower_id,HIGH,2.0
BRW0005736,BRW::BRW0005736,stable_borrower_id,HIGH,3.0
BRW0011061,BRW::BRW0011061,stable_borrower_id,HIGH,3.0
BRW0005062,BRW::BRW0005062,stable_borrower_id,HIGH,
BRW0011680,BRW::BRW0011680,stable_borrower_id,HIGH,4.0
BRW0000802,BRW::BRW0000802,stable_borrower_id,HIGH,2.0
BRW0008808,BRW::BRW0008808,stable_borrower_id,HIGH,3.0
BRW0007116,BRW::BRW0007116,stable_borrower_id,HIGH,3.0
BRW0002887,BRW::BRW0002887,stable_borrower_id,HIGH,1.0
BRW0002736,BRW::BRW0002736,stable_borrower_id,HIGH,3.0
BRW0008637,BRW::BRW0008637,stable_borrower_id,HIGH,4.0
BRW0007652,BRW::BRW0007652,stable_borrower_id,HIGH,2.0
BRW0007335,BRW::BRW0007335,stable_borrower_id,HIGH,1.0
BRW0000611,BRW::BRW0000611,stable_borrower_id,HIGH,1.0
BRW0007175,BRW::BRW0007175,stable_borrower_id,HIGH,2.0
BRW0011777,BRW::BRW0011777,stable_borrower_id,HIGH,1.0
BRW0000208,BRW::BRW0000208,stable_borrower_id,HIGH,3.0
BRW0005629,BRW::BRW0005629,stable_borrower_id,HIGH,1.0
BRW0005933,BRW::BRW0005933,stable_borrower_id,HIGH,4.0
BRW0010762,BRW::BRW0010762,stable_borrower_id,HIGH,7.0
BRW0003395,BRW::BRW0003395,stable_borrower_id,HIGH,3.0
BRW0005707,BRW::BRW0005707,stable_borrower_id,HIGH,1.0
BRW0008607,BRW::BRW0008607,stable_borrower_id,HIGH,1.0
BRW0000724,BRW::BRW0000724,stable_borrower_id,HIGH,2.0
BRW0009614,BRW::BRW0009614,stable_borrower_id,HIGH,2.0
BRW0009867,BRW::BRW0009867,stable_borrower_id,HIGH,2.0
BRW0008636,BRW::BRW0008636,stable_borrower_id,HIGH,3.0
BRW0007779,BRW::BRW0007779,stable_borrower_id,HIGH,4.0
BRW0008972,BRW::BRW0008972,stable_borrower_id,HIGH,
BRW0009382,BRW::BRW0009382,stable_borrower_id,HIGH,1.0
BRW0010841,BRW::BRW0010841,stable_borrower_id,HIGH,5.0
BRW0005139,BRW::BRW0005139,stable_borrower_id,HIGH,2.0
BRW0005473,BRW::BRW0005473,stable_borrower_id,HIGH,3.0
BRW0007656,BRW::BRW0007656,stable_borrower_id,HIGH,4.0
BRW0002318,BRW::BRW0002318,stable_borrower_id,HIGH,2.0
BRW0010275,BRW::BRW0010275,stable_borrower_id,HIGH,3.0
BRW0009247,BRW::BRW0009247,stable_borrower_id,HIGH,2.0
BRW0007573,BRW::BRW0007573,stable_borrower_id,HIGH,3.0
BRW0003620,BRW::BRW0003620,stable_borrower_id,HIGH,4.0
BRW0004173,BRW::BRW0004173,stable_borrower_id,HIGH,1.0
BRW0005220,BRW::BRW0005220,stable_borrower_id,HIGH,2.0
BRW0007951,BRW::BRW0007951,stable_borrower_id,HIGH,2.0
BRW0009337,BRW::BRW0009337,stable_borrower_id,HIGH,5.0
BRW0008063,BRW::BRW0008063,stable_borrower_id,HIGH,1.0
BRW0011160,BRW::BRW0011160,stable_borrower_id,HIGH,3.0
BRW0011528,BRW::BRW0011528,stable_borrower_id,HIGH,2.0
BRW0008459,BRW::BRW0008459,stable_borrower_id,HIGH,4.0
BRW0004451,BRW::BRW0004451,stable_borrower_id,HIGH,4.0
BRW0007189,BRW::BRW0007189,stable_borrower_id,HIGH,2.0
BRW0005101,BRW::BRW0005101,stable_borrower_id,HIGH,3.0
BRW0007550,BRW::BRW0007550,stable_borrower_id,HIGH,1.0
BRW0009746,BRW::BRW0009746,stable_borrower_id,HIGH,3.0
BRW0004432,BRW::BRW0004432,stable_borrower_id,HIGH,2.0
BRW0006070,BRW::BRW0006070,stable_borrower_id,HIGH,2.0
BRW0000548,BRW::BRW0000548,stable_borrower_id,HIGH,3.0
BRW0008839,BRW::BRW0008839,stable_borrower_id,HIGH,3.0
BRW0005879,BRW::BRW0005879,stable_borrower_id,HIGH,3.0
BRW0005517,BRW::BRW0005517,stable_borrower_id,HIGH,4.0
BRW0006390,BRW::BRW0006390,stable_borrower_id,HIGH,4.0
BRW0002586,BRW::BRW0002586,stable_borrower_id,HIGH,2.0
BRW0007176,BRW::BRW0007176,stable_borrower_id,HIGH,4.0
BRW0008943,BRW::BRW0008943,stable_borrower_id,HIGH,3.0
BRW0004197,BRW::BRW0004197,stable_borrower_id,HIGH,6.0
BRW0001574,BRW::BRW0001574,stable_borrower_id,HIGH,
BRW0004643,BRW::BRW0004643,stable_borrower_id,HIGH,2.0
BRW0002384,BRW::BRW0002384,stable_borrower_id,HIGH,2.0
BRW0004488,BRW::BRW0004488,stable_borrower_id,HIGH,1.0
